,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-12-31,,,23967000000.0,1430000000.0,17801000000.0,28972000000.0,77091000000.0,31399000000.0,31399000000.0,,-4247000000.0,,,,5619000000.0,128292000000.0,96893000000.0,51201000000.0,-7432000000.0,,18348000000.0,17801000000.0
2019-12-31,,,22733000000.0,1440000000.0,19265000000.0,28939000000.0,77142000000.0,31521000000.0,31521000000.0,,-4730000000.0,,,,2945000000.0,131868000000.0,100347000000.0,54726000000.0,-8788000000.0,,19788000000.0,19265000000.0
2018-12-31,,,19623000000.0,1565000000.0,15528000000.0,26215000000.0,75355000000.0,31737000000.0,31737000000.0,,-4833000000.0,,,,3584000000.0,130863000000.0,99126000000.0,55508000000.0,-12114000000.0,,16039000000.0,15528000000.0
2017-12-31,,,20594000000.0,1591000000.0,30101000000.0,27344000000.0,72971000000.0,28673000000.0,28673000000.0,,-4733000000.0,,,,-9956000000.0,126034000000.0,97361000000.0,53063000000.0,-8079000000.0,,30550000000.0,30101000000.0
