,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-08-30,,,5367000000.0,421000000.0,4002000000.0,15852000000.0,21930000000.0,6023000000.0,6023000000.0,,-160000000.0,,,,1308000000.0,166761000000.0,160738000000.0,144831000000.0,-656000000.0,,4059000000.0,4002000000.0
2019-09-01,,,4765000000.0,341000000.0,3659000000.0,14994000000.0,19817000000.0,4737000000.0,4737000000.0,,-150000000.0,,,,1061000000.0,152703000000.0,147966000000.0,132886000000.0,28000000.0,,3704000000.0,3659000000.0
2018-09-02,,,4442000000.0,304000000.0,3134000000.0,13876000000.0,18424000000.0,4480000000.0,4480000000.0,,-159000000.0,,,,1263000000.0,141576000000.0,137096000000.0,123152000000.0,-38000000.0,,3179000000.0,3134000000.0
2017-09-03,,,4039000000.0,301000000.0,2679000000.0,12950000000.0,17143000000.0,4111000000.0,4111000000.0,,-134000000.0,,,,1325000000.0,129025000000.0,124914000000.0,111882000000.0,-72000000.0,,2714000000.0,2679000000.0
