,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-12-31,,,823200000.0,326400000.0,617000000.0,,1413900000.0,1038600000.0,1038600000.0,17400000.0,-150900000.0,,,,204100000.0,2632600000.0,1594000000.0,1218700000.0,-215400000.0,,619100000.0,616800000.0
2019-12-31,,,788400000.0,323400000.0,538900000.0,,1419700000.0,1050100000.0,1050100000.0,18900000.0,-115900000.0,,,,247600000.0,2866000000.0,1815900000.0,1446300000.0,-261700000.0,,540800000.0,538700000.0
2018-12-31,,,886900000.0,319700000.0,627400000.0,,1295200000.0,968400000.0,968400000.0,-19900000.0,-110000000.0,,,,257500000.0,2714000000.0,1745600000.0,1418800000.0,-81500000.0,,629400000.0,627200000.0
2017-12-31,,,874300000.0,316500000.0,962000000.0,,1215400000.0,921600000.0,921600000.0,-27100000.0,-100200000.0,,,,-89600000.0,2582900000.0,1661300000.0,1367500000.0,-47300000.0,,963900000.0,961800000.0
