Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01,0.0,0.43744024634361267,0.4323829908448194,0.43744024634361267,318600,0.0,0.0
1972-06-02,0.4374404955515227,0.44186555187193793,0.4361760914325714,0.4361760914325714,140400,0.0,0.0
1972-06-05,0.43744380321994863,0.43807784272539746,0.42286226584381353,0.4311040937900543,469800,0.00463,0.0
1972-06-06,0.42730027437210083,0.42730027437210083,0.4260325215787418,0.42730027437210083,140400,0.0,0.0
1972-06-07,0.4273001965707838,0.42793423609600534,0.4234963185561575,0.42476436495780945,178200,0.0,0.0
1972-06-08,0.42476436495780945,0.42603244400825263,0.4222285333448352,0.42476436495780945,432000,0.0,0.0
1972-06-09,0.42476434007620406,0.42603241905236644,0.4241303332369122,0.4253983795642853,199800,0.0,0.0
1972-06-12,0.42539848640414685,0.42603252605146863,0.423496400110979,0.4241304397583008,183600,0.0,0.0
1972-06-13,0.42476466573012733,0.4292025864124298,0.42476466573012733,0.4292025864124298,415800,0.0,0.0
1972-06-14,0.4304702795180541,0.4349081992415409,0.4304702795180541,0.43364015221595764,216000,0.0,0.0
1972-06-15,0.4336398782348002,0.43490792445920995,0.4317380537640854,0.4323720932006836,178200,0.0,0.0
1972-06-16,0.4323719986829136,0.43490782938710004,0.42983587413971164,0.4317379593849182,183600,0.0,0.0
1972-06-19,0.4317381853992551,0.4336400104498285,0.42730026712661806,0.43047013878822327,324000,0.0,0.0
1972-06-20,0.43047013878822327,0.43110417841813753,0.42856834638644653,0.43047013878822327,129600,0.0,0.0
1972-06-21,0.4304700542846055,0.43363992532394774,0.42920226911281956,0.4311040937900543,356400,0.0,0.0
1972-06-22,0.43110431935524934,0.43427415940434566,0.4298362396808588,0.43364015221595764,324000,0.0,0.0
1972-06-23,0.43364011679783326,0.43680998923683334,0.43364011679783326,0.43617621064186096,275400,0.0,0.0
1972-06-26,0.43617597068361974,0.43617597068361974,0.4323720932006836,0.4323720932006836,194400,0.0,0.0
1972-06-27,0.43237225020025144,0.4336400356947162,0.42983612418174744,0.42983612418174744,669600,0.0,0.0
1972-06-28,0.42983633254728093,0.4304703725214609,0.42856857908706414,0.4292025864124298,75600,0.0,0.0
1972-06-29,0.4292025864124298,0.43173841982100664,0.4234966184305816,0.4292025864124298,280800,0.0,0.0
1972-06-30,0.42920225735609013,0.43110408198123007,0.4241303332369122,0.4253983795642853,135000,0.0,0.0
1972-07-03,0.42539840448303107,0.42603244400825263,0.4222285333448352,0.42476436495780945,216000,0.0,0.0
1972-07-05,0.42476434007620406,0.4253983795642853,0.41969241595702617,0.4253983795642853,372600,0.0,0.0
1972-07-06,0.4253984994899379,0.4342740427127434,0.4253984994899379,0.42983612418174744,793800,0.0,0.0
1972-07-07,0.42920223951022296,0.42920223951022296,0.423496276140213,0.423496276140213,259200,0.0,0.0
1972-07-10,0.423496276140213,0.42730015377385583,0.41969239850657014,0.423496276140213,372600,0.0,0.0
1972-07-11,0.4234964176877512,0.42793433626642235,0.42159462515482893,0.4266662895679474,1080000,0.0,0.0
1972-07-12,0.42666626738023267,0.4292023606452995,0.42666626738023267,0.42730027437210083,367200,0.0,0.0
1972-07-13,0.42730029200242986,0.42983612418174744,0.4247644598231123,0.42983612418174744,302400,0.0,0.0
1972-07-14,0.4304703030845321,0.4463198959834008,0.4304703030845321,0.4450518488883972,993600,0.0,0.0
1972-07-17,0.4450515622240169,0.44885543986842064,0.4406136451161011,0.4425157308578491,561600,0.0,0.0
1972-07-18,0.442515930493491,0.442515930493491,0.4361761859740334,0.43744397163391113,302400,0.0,0.0
1972-07-19,0.43744375571773636,0.4387118345909327,0.4323720932006836,0.4323720932006836,356400,0.0,0.0
1972-07-20,0.43110431523546183,0.43110431523546183,0.4285684823989868,0.4285684823989868,243000,0.0,0.0
1972-07-21,0.4285683713360811,0.4317382105334258,0.42730029200242986,0.42983612418174744,275400,0.0,0.0
