,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,33697000000.0,84059000000.0,518329000000.0,637008000000.0,8157000000.0,75377000000.0,1163494000000.0,71058000000.0,43530000000.0,517943000000.0,84024000000.0,-36052000000.0,32539000000.0,48939000000.0,298547000000.0,29722000000.0,53224000000.0,2118000000.0,421202000000.0,545475000000.0,130581000000.0,603311000000.0,60178000000.0,123939000000.0,392828000000.0,103328000000.0
2019-03-31,34901000000.0,79403000000.0,592450000000.0,589976000000.0,1616000000.0,74329000000.0,1184042000000.0,71058000000.0,58017000000.0,503700000000.0,80483000000.0,-64185000000.0,33647000000.0,51681000000.0,436515000000.0,30533000000.0,141166000000.0,3767000000.0,420623000000.0,558463000000.0,136408000000.0,555075000000.0,61308000000.0,66428000000.0,387457000000.0,114006000000.0
2018-03-31,40287000000.0,84608000000.0,586829000000.0,586671000000.0,2068000000.0,67761000000.0,1175568000000.0,71058000000.0,59048000000.0,500164000000.0,80666000000.0,-69159000000.0,21502000000.0,52040000000.0,307221000000.0,17990000000.0,45215000000.0,4545000000.0,428068000000.0,538676000000.0,147035000000.0,546384000000.0,44128000000.0,188710000000.0,383460000000.0,98550000000.0
2017-03-31,33526000000.0,73734000000.0,573910000000.0,562166000000.0,23380000000.0,73376000000.0,1159456000000.0,71058000000.0,53940000000.0,480846000000.0,75565000000.0,-63472000000.0,29376000000.0,35341000000.0,301248000000.0,16794000000.0,58083000000.0,3741000000.0,432266000000.0,518484000000.0,145804000000.0,528640000000.0,50154000000.0,185775000000.0,379049000000.0,82372000000.0
