,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,10304000000.0,9479000000.0,117531000000.0,221755000000.0,795000000.0,17957000000.0,340081000000.0,7773000000.0,6149000000.0,205821000000.0,11530000000.0,411000000.0,-1318000000.0,788000000.0,97904000000.0,75590000000.0,737000000.0,8074000000.0,97584000000.0,177813000000.0,53181000000.0,211040000000.0,731000000.0,43462000000.0,30411000000.0,28862000000.0,32552000000.0
2019-12-31,6498000000.0,7459000000.0,122899000000.0,213180000000.0,7733000000.0,15976000000.0,343812000000.0,7773000000.0,4290000000.0,197881000000.0,12123000000.0,489000000.0,67000000.0,871000000.0,99640000000.0,80689000000.0,798000000.0,9011000000.0,99807000000.0,184352000000.0,51795000000.0,206193000000.0,5968000000.0,43782000000.0,30087000000.0,29872000000.0,36020000000.0
2019-03-31,5603000000.0,8999000000.0,127600000000.0,213892000000.0,6960000000.0,17335000000.0,348452000000.0,7773000000.0,3302000000.0,190892000000.0,15528000000.0,3874000000.0,6228000000.0,1857000000.0,103601000000.0,81749000000.0,939000000.0,12794000000.0,99465000000.0,180171000000.0,57482000000.0,204415000000.0,1645000000.0,40127000000.0,30323000000.0,31111000000.0,33831000000.0
2018-03-31,5561000000.0,9095000000.0,128411000000.0,208294000000.0,6493000000.0,16145000000.0,343198000000.0,7773000000.0,5243000000.0,182627000000.0,19000000000.0,4051000000.0,8799000000.0,1453000000.0,104336000000.0,78843000000.0,505000000.0,15601000000.0,91814000000.0,181357000000.0,58962000000.0,198682000000.0,2240000000.0,41395000000.0,30568000000.0,27487000000.0,33872000000.0
