,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab
2020-03-31,972000000.0,23895000000.0,204193000000.0,101783000000.0,2897000000.0,15712000000.0,308873000000.0,15553000000.0,5843000000.0,74841000000.0,9000000000.0,8548000000.0,-12506000000.0,11247000000.0,78717000000.0,133115000000.0,3435000000.0,4555000000.0,1941000000.0,57014000000.0,210499000000.0,20593000000.0,92263000000.0,5101000000.0,104453000000.0,62078000000.0,16385000000.0,109719000000.0,
2019-03-31,1029000000.0,23921000000.0,201478000000.0,95420000000.0,2314000000.0,14003000000.0,299212000000.0,15553000000.0,6342000000.0,66372000000.0,8486000000.0,9304000000.0,-10426000000.0,12721000000.0,72393000000.0,128176000000.0,3188000000.0,4968000000.0,3021000000.0,54652000000.0,201571000000.0,19935000000.0,85087000000.0,,106683000000.0,64816000000.0,16153000000.0,106143000000.0,
2018-03-31,1130000000.0,23948000000.0,183085000000.0,99879000000.0,2474000000.0,17814000000.0,285438000000.0,15553000000.0,10802000000.0,58374000000.0,8392000000.0,10650000000.0,2004000000.0,11563000000.0,59644000000.0,137928000000.0,1691000000.0,4676000000.0,2452000000.0,55770000000.0,193488000000.0,12837000000.0,88099000000.0,,108092000000.0,36765000000.0,14950000000.0,110502000000.0,
2017-03-31,1296000000.0,23716000000.0,169909000000.0,91384000000.0,2247000000.0,15203000000.0,263540000000.0,15553000000.0,7909000000.0,51059000000.0,7386000000.0,10912000000.0,1056000000.0,11618000000.0,49444000000.0,126377000000.0,1429000000.0,4750000000.0,1504000000.0,53483000000.0,174430000000.0,11801000000.0,79176000000.0,,103240000000.0,36146000000.0,13837000000.0,102499000000.0,16000000.0
