,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,2843000000.0,7787000000.0,170211000000.0,-18316000000.0,241000000.0,60252000000.0,152136000000.0,5061000000.0,4286000000.0,38610000000.0,19957000000.0,8081000000.0,-69774000000.0,3546000000.0,7752000000.0,87280000000.0,86000000.0,793000000.0,-17133000000.0,13072000000.0,121642000000.0,1016000000.0,-29240000000.0,17838000000.0,9950000000.0,60987000000.0,81715000000.0,12928000000.0
2019-12-31,3338000000.0,6745000000.0,141925000000.0,-8617000000.0,317000000.0,63717000000.0,133625000000.0,5061000000.0,3106000000.0,50644000000.0,23673000000.0,8060000000.0,-71067000000.0,3086000000.0,9485000000.0,97312000000.0,683000000.0,6840000000.0,-16153000000.0,13684000000.0,102229000000.0,1092000000.0,-20015000000.0,545000000.0,12309000000.0,18233000000.0,76622000000.0,15553000000.0
2018-12-31,3429000000.0,6768000000.0,116949000000.0,339000000.0,71000000.0,54936000000.0,117359000000.0,5061000000.0,2335000000.0,55941000000.0,24702000000.0,7840000000.0,-67431000000.0,2110000000.0,7637000000.0,81590000000.0,284000000.0,2690000000.0,-15083000000.0,12645000000.0,87830000000.0,1087000000.0,-10930000000.0,927000000.0,13904000000.0,8501000000.0,62567000000.0,12916000000.0
2017-12-31,2573000000.0,6804000000.0,110649000000.0,1656000000.0,57000000.0,51260000000.0,112362000000.0,5061000000.0,2417000000.0,49618000000.0,26219000000.0,5559000000.0,-59827000000.0,2348000000.0,8813000000.0,74648000000.0,321000000.0,383000000.0,-16373000000.0,12672000000.0,85194000000.0,1260000000.0,-6476000000.0,1179000000.0,11088000000.0,8021000000.0,61388000000.0,12202000000.0
