,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-03-31,215947000000.0,79641000000.0,1414515000000.0,1359315000000.0,24145000000.0,174127000000.0,2797975000000.0,103389000000.0,92153000000.0,1125738000000.0,279306000000.0,469535000000.0,50547000000.0,57880000000.0,207957000000.0,842531000000.0,49929000000.0,56537000000.0,653686000000.0,1107430000000.0,293497000000.0,673833000000.0,329480000000.0,289172000000.0,477840000000.0,131207000000.0,
2019-03-31,210080000000.0,79708000000.0,1172493000000.0,1381485000000.0,21225000000.0,193460000000.0,2575203000000.0,103389000000.0,82899000000.0,1077586000000.0,260509000000.0,319898000000.0,120802000000.0,47502000000.0,193893000000.0,681853000000.0,27508000000.0,124738000000.0,621366000000.0,1051393000000.0,324964000000.0,851507000000.0,347255000000.0,229878000000.0,427346000000.0,180429000000.0,20000000000.0
2018-03-31,161897000000.0,79440000000.0,1010924000000.0,1287386000000.0,17827000000.0,173729000000.0,2316137000000.0,103389000000.0,103988000000.0,981934000000.0,258250000000.0,252724000000.0,122623000000.0,34521000000.0,156318000000.0,589146000000.0,6727000000.0,126553000000.0,562048000000.0,958978000000.0,345969000000.0,872765000000.0,338985000000.0,163176000000.0,359687000000.0,171413000000.0,
2017-03-31,177150000000.0,79443000000.0,1086385000000.0,1151344000000.0,16771000000.0,157138000000.0,2254500000000.0,103389000000.0,102095000000.0,850532000000.0,278454000000.0,285622000000.0,117980000000.0,28227000000.0,145289000000.0,594880000000.0,9309000000.0,121222000000.0,556881000000.0,894545000000.0,312075000000.0,688572000000.0,300479000000.0,212584000000.0,346682000000.0,147543000000.0,20000000000.0
