,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2021-03-31,61498000000.0,146814000000.0,1645477000000.0,619111000000.0,35527000000.0,83403000000.0,2300115000000.0,160339000000.0,70554000000.0,250039000000.0,94388000000.0,67201000000.0,61919000000.0,7897000000.0,297656000000.0,734754000000.0,7890000000.0,158595000000.0,77773000000.0,264113000000.0,1195403000000.0,704003000000.0,490412000000.0,639302000000.0,755875000000.0,187891000000.0,475978000000.0,
2020-03-31,43366000000.0,146756000000.0,1608388000000.0,579123000000.0,42774000000.0,70504000000.0,2230285000000.0,160339000000.0,81832000000.0,233151000000.0,74138000000.0,66496000000.0,38877000000.0,7306000000.0,280084000000.0,754355000000.0,7300000000.0,58492000000.0,49778000000.0,232131000000.0,1217464000000.0,663522000000.0,469261000000.0,642163000000.0,716229000000.0,213385000000.0,481768000000.0,
2019-03-31,49145000000.0,146645000000.0,1635452000000.0,618295000000.0,43312000000.0,75109000000.0,2297059000000.0,160339000000.0,61028000000.0,204600000000.0,92167000000.0,66198000000.0,106711000000.0,6197000000.0,288609000000.0,807098000000.0,6192000000.0,53855000000.0,107576000000.0,192902000000.0,1267650000000.0,714967000000.0,502952000000.0,697392000000.0,736187000000.0,220621000000.0,582296000000.0,
2018-03-31,44057000000.0,146512000000.0,1725228000000.0,586464000000.0,38659000000.0,75816000000.0,2350351000000.0,160339000000.0,117365000000.0,155437000000.0,80205000000.0,65842000000.0,124176000000.0,101787000000.0,305241000000.0,845918000000.0,4630000000.0,49688000000.0,124350000000.0,172135000000.0,1376297000000.0,590233000000.0,476565000000.0,554883000000.0,797982000000.0,396020000000.0,654138000000.0,2788000000.0
