,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2021-03-31,120007000000.0,4444072000000.0,653584000000.0,29166000000.0,805475000000.0,5126822000000.0,237304000000.0,69282000000.0,291659000000.0,452402000000.0,4614000000.0,143908000000.0,234163000000.0,1046708000000.0,143901000000.0,6068000000.0,3936382000000.0,629032000000.0,417500000000.0,653584000000.0,255054000000.0,2944962000000.0,70533000000.0,78125000000.0,
2020-03-31,120008000000.0,4310105000000.0,610642000000.0,27316000000.0,376664000000.0,4948063000000.0,237304000000.0,57089000000.0,276997000000.0,455726000000.0,-23667000000.0,164276000000.0,204040000000.0,1058585000000.0,164272000000.0,-22166000000.0,3822911000000.0,579121000000.0,381755000000.0,610642000000.0,234933000000.0,2795794000000.0,83059000000.0,65753000000.0,401146000000.0
2019-03-31,120831000000.0,4128789000000.0,639436000000.0,25814000000.0,380400000000.0,4794039000000.0,237304000000.0,68121000000.0,300551000000.0,447881000000.0,-19250000000.0,189895000000.0,218236000000.0,1014731000000.0,189892000000.0,-17726000000.0,3689897000000.0,605547000000.0,308700000000.0,639436000000.0,227363000000.0,2666177000000.0,91827000000.0,70270000000.0,444642000000.0
2018-03-31,120825000000.0,4056195000000.0,629141000000.0,24822000000.0,337371000000.0,4710158000000.0,237304000000.0,96545000000.0,282504000000.0,387817000000.0,-11492000000.0,151973000000.0,345701000000.0,969282000000.0,151970000000.0,-10824000000.0,3535754000000.0,727549000000.0,294882000000.0,629141000000.0,215264000000.0,2699096000000.0,70039000000.0,81987000000.0,428407000000.0
