,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-06-30,3278000000.0,3912000000.0,121257000000.0,154253000000.0,6840000000.0,25856000000.0,282350000000.0,20873000000.0,6904000000.0,126571000000.0,8396000000.0,2897000000.0,6108000000.0,80694000000.0,72285000000.0,6108000000.0,3246000000.0,65189000000.0,188985000000.0,18790000000.0,150975000000.0,66283000000.0,38577000000.0,35104000000.0,31439000000.0
2019-06-30,3446000000.0,3912000000.0,124714000000.0,150912000000.0,6676000000.0,34422000000.0,282302000000.0,20873000000.0,6840000000.0,120985000000.0,8994000000.0,5142000000.0,10180000000.0,58557000000.0,94501000000.0,10180000000.0,5389000000.0,65687000000.0,181962000000.0,21027000000.0,147466000000.0,76792000000.0,20668000000.0,39773000000.0,40748000000.0
2018-06-30,3454000000.0,3912000000.0,143685000000.0,147531000000.0,6538000000.0,37743000000.0,297754000000.0,20873000000.0,14542000000.0,107238000000.0,10083000000.0,15508000000.0,2619000000.0,57074000000.0,118845000000.0,2620000000.0,15774000000.0,64297000000.0,197058000000.0,30326000000.0,144077000000.0,86362000000.0,14150000000.0,39080000000.0,55566000000.0
2017-06-30,3573000000.0,3912000000.0,140390000000.0,98687000000.0,6229000000.0,33472000000.0,245306000000.0,20873000000.0,13326000000.0,73801000000.0,11216000000.0,101000000.0,2297000000.0,56434000000.0,115954000000.0,2298000000.0,372000000.0,60306000000.0,169685000000.0,9445000000.0,95114000000.0,69708000000.0,12528000000.0,30217000000.0,48829000000.0
