,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-12-31,15070000000.0,18485000000.0,691696000000.0,367581000000.0,31875000000.0,110464000000.0,1091152000000.0,32803000000.0,25209000000.0,283416000000.0,69581000000.0,6556000000.0,32877000000.0,12305000000.0,85850000000.0,380293000000.0,6835000000.0,35217000000.0,185948000000.0,677962000000.0,193311000000.0,345955000000.0,3204000000.0,246244000000.0,233310000000.0,317455000000.0,191831000000.0,
2020-03-31,14886000000.0,21290000000.0,647703000000.0,322617000000.0,34448000000.0,115054000000.0,1004768000000.0,32786000000.0,20844000000.0,255545000000.0,56218000000.0,7588000000.0,12996000000.0,10148000000.0,92774000000.0,362892000000.0,5983000000.0,15335000000.0,179446000000.0,636059000000.0,156641000000.0,300143000000.0,3658000000.0,224089000000.0,220607000000.0,294694000000.0,192460000000.0,
2019-03-31,13900000000.0,22247000000.0,617487000000.0,318455000000.0,35034000000.0,103044000000.0,970976000000.0,32752000000.0,16756000000.0,241427000000.0,56920000000.0,12651000000.0,22029000000.0,7446000000.0,82421000000.0,373772000000.0,4945000000.0,24366000000.0,170000000000.0,609820000000.0,157159000000.0,291904000000.0,5304000000.0,211116000000.0,182359000000.0,294223000000.0,194142000000.0,
2018-03-31,13309000000.0,23637000000.0,558043000000.0,311766000000.0,33873000000.0,102230000000.0,903682000000.0,32672000000.0,22723000000.0,219562000000.0,61476000000.0,15762000000.0,35895000000.0,5572000000.0,105865000000.0,357527000000.0,3279000000.0,38228000000.0,153113000000.0,572101000000.0,143825000000.0,282695000000.0,5010000000.0,192500000000.0,134374000000.0,246003000000.0,181853000000.0,20000000000.0
