,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,14513000000.0,45737000000.0,1434425000000.0,462664000000.0,36175000000.0,333000000.0,105619000000.0,1933264000000.0,144319000000.0,77092000000.0,311892000000.0,131373000000.0,11055000000.0,-39284000000.0,17121000000.0,81861000000.0,473615000000.0,4910000000.0,20000000000.0,-35855000000.0,916329000000.0,442421000000.0,531825000000.0,437096000000.0,134000000.0,189640000000.0,748234000000.0,32532000000.0,137911000000.0
2019-03-31,14931000000.0,42894000000.0,1479979000000.0,487432000000.0,34293000000.0,285000000.0,119849000000.0,2001704000000.0,144319000000.0,71911000000.0,293719000000.0,164121000000.0,16404000000.0,6500000000.0,28092000000.0,79915000000.0,527553000000.0,6361000000.0,30000000000.0,10215000000.0,897861000000.0,472123000000.0,572293000000.0,456097000000.0,140000000.0,217638000000.0,788305000000.0,39308000000.0,160258000000.0
2018-03-31,14900000000.0,35112000000.0,1483718000000.0,551886000000.0,36368000000.0,319000000.0,161239000000.0,2071972000000.0,144319000000.0,89314000000.0,345404000000.0,135253000000.0,22032000000.0,27051000000.0,27638000000.0,104899000000.0,520281000000.0,6498000000.0,30000000000.0,30852000000.0,918770000000.0,566897000000.0,521735000000.0,514954000000.0,155000000.0,257173000000.0,828184000000.0,46598000000.0,206205000000.0
2017-03-31,20149000000.0,155461000000.0,1452249000000.0,522470000000.0,69464000000.0,273000000.0,149036000000.0,2044183000000.0,144319000000.0,83740000000.0,202488000000.0,162713000000.0,18636000000.0,20202000000.0,36180000000.0,143180000000.0,457938000000.0,5877000000.0,,24016000000.0,890547000000.0,575347000000.0,503324000000.0,483685000000.0,,246856000000.0,831598000000.0,39689000000.0,196317000000.0
