,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,33126000000.0,3880000000.0,50186000000.0,18202000000.0,19000000.0,1299000000.0,68407000000.0,1000000.0,12000000.0,14381000000.0,9536000000.0,8108000000.0,-60000000.0,3306000000.0,5997000000.0,11397000000.0,2757000000.0,-60000000.0,5613000000.0,15996000000.0,2258000000.0,-23032000000.0,2615000000.0,4901000000.0,28645000000.0,1683000000.0,844000000.0
2019-12-31,13786000000.0,3051000000.0,38977000000.0,22525000000.0,125000000.0,430000000.0,61627000000.0,1000000.0,37000000.0,19388000000.0,6498000000.0,4117000000.0,85000000.0,3119000000.0,11631000000.0,9759000000.0,2499000000.0,85000000.0,5170000000.0,30296000000.0,5139000000.0,4622000000.0,13040000000.0,3619000000.0,22094000000.0,922000000.0,713000000.0
2018-12-31,15738000000.0,2282000000.0,42141000000.0,21387000000.0,147000000.0,556000000.0,63675000000.0,1000000.0,73000000.0,19024000000.0,6962000000.0,4117000000.0,80000000.0,2413000000.0,17940000000.0,10605000000.0,2748000000.0,80000000.0,4006000000.0,35836000000.0,1565000000.0,1532000000.0,13012000000.0,3327000000.0,24574000000.0,814000000.0,790000000.0
2017-12-31,17100000000.0,1264000000.0,49782000000.0,20442000000.0,59000000.0,713000000.0,70283000000.0,1000000.0,12000000.0,19012000000.0,7352000000.0,4159000000.0,165000000.0,2722000000.0,7588000000.0,11635000000.0,999000000.0,165000000.0,3295000000.0,31823000000.0,11184000000.0,-817000000.0,17922000000.0,3851000000.0,30795000000.0,801000000.0,814000000.0
