,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,13177000000.0,3092000000.0,476128000000.0,334935000000.0,34715000000.0,88726000000.0,845778000000.0,8400000000.0,8870000000.0,316931000000.0,70495000000.0,4881000000.0,6512000000.0,15730000000.0,195180000000.0,286010000000.0,15725000000.0,22151000000.0,8132000000.0,263841000000.0,506851000000.0,41298000000.0,316877000000.0,14416000000.0,226537000000.0,119623000000.0,61848000000.0,175133000000.0
2020-03-31,10873000000.0,3044000000.0,459014000000.0,291051000000.0,30649000000.0,69938000000.0,780714000000.0,8400000000.0,7098000000.0,289880000000.0,71386000000.0,4871000000.0,-10273000000.0,15576000000.0,163377000000.0,313327000000.0,15572000000.0,17572000000.0,-8599000000.0,256661000000.0,457548000000.0,35185000000.0,275307000000.0,15120000000.0,201908000000.0,74301000000.0,68166000000.0,179103000000.0
2019-03-31,10106000000.0,7570000000.0,464270000000.0,292199000000.0,37130000000.0,64756000000.0,793599000000.0,8400000000.0,5493000000.0,275160000000.0,63795000000.0,4876000000.0,1069000000.0,14148000000.0,158192000000.0,308637000000.0,14144000000.0,3463000000.0,4944000000.0,233978000000.0,493621000000.0,36870000000.0,277217000000.0,16843000000.0,246199000000.0,91838000000.0,65282000000.0,207166000000.0
2018-03-31,6741000000.0,8406000000.0,435938000000.0,262759000000.0,45861000000.0,37603000000.0,744558000000.0,8400000000.0,47106000000.0,270951000000.0,60404000000.0,3422000000.0,-24998000000.0,22686000000.0,194158000000.0,303847000000.0,22685000000.0,29540000000.0,-21124000000.0,201150000000.0,481248000000.0,29311000000.0,252596000000.0,,194014000000.0,71687000000.0,45970000000.0,181061000000.0
