,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-06-27,780172000.0,1506901000.0,21435388000.0,1158613000.0,34265000.0,31402000.0,22628266000.0,765175000.0,1296000.0,10563008000.0,1291554000.0,3732469000.0,-11676471000.0,537394000.0,6059427000.0,6717853000.0,194115000.0,1508458000.0,-1710881000.0,5062183000.0,12348232000.0,167816000.0,-3354028000.0,18233000.0,3001557000.0,12833543000.0,3095085000.0,3447065000.0
2019-06-29,857301000.0,1457419000.0,15428493000.0,2502603000.0,35426000.0,24042000.0,17966522000.0,765175000.0,778000.0,11229679000.0,1193967000.0,3896226000.0,-10949670000.0,424376000.0,513460000.0,6103183000.0,80760000.0,37322000.0,-1599729000.0,4501705000.0,8141505000.0,145409000.0,-2250924000.0,12006000.0,4201429000.0,8131343000.0,3216034000.0,4314620000.0
2018-06-30,979812000.0,1383619000.0,15525798000.0,2506957000.0,37649000.0,56793000.0,18070404000.0,765175000.0,20293000.0,10348628000.0,1346553000.0,3955485000.0,-9990465000.0,609994000.0,552325000.0,6588746000.0,83666000.0,782329000.0,-1409269000.0,4521660000.0,8003453000.0,,-2428340000.0,,4137835000.0,7590499000.0,3125413000.0,4136482000.0
2017-07-01,1037511000.0,1327366000.0,15292300000.0,2381516000.0,82839000.0,14540000.0,17756655000.0,765175000.0,717000.0,9447755000.0,1514147000.0,3916128000.0,-9158780000.0,392276000.0,869502000.0,6095886000.0,142472000.0,530075000.0,-1262737000.0,4377302000.0,8033438000.0,,-2572123000.0,,4029153000.0,7682267000.0,2995598000.0,3971112000.0
