,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,21890000000.0,57900000000.0,974540000000.0,349878000000.0,2578000000.0,109673000000.0,1326996000000.0,60359000000.0,37647000000.0,207852000000.0,132992000000.0,1654000000.0,23767000000.0,8427000000.0,49397000000.0,339704000000.0,5955000000.0,20010000000.0,30270000000.0,1059096000000.0,146692000000.0,89237000000.0,326334000000.0,20777000000.0,500735000000.0,38871000000.0,19664000000.0
2020-03-31,22051000000.0,57901000000.0,938121000000.0,387133000000.0,3049000000.0,110419000000.0,1328303000000.0,60359000000.0,39039000000.0,251313000000.0,151015000000.0,2157000000.0,17560000000.0,8407000000.0,28594000000.0,377494000000.0,6828000000.0,30025000000.0,24080000000.0,1070368000000.0,131791000000.0,93529000000.0,362925000000.0,23556000000.0,408455000000.0,40602000000.0,23706000000.0
2019-03-31,20299000000.0,58472000000.0,923255000000.0,382382000000.0,6796000000.0,116623000000.0,1312433000000.0,60359000000.0,38407000000.0,239148000000.0,159859000000.0,3856000000.0,24403000000.0,10314000000.0,21762000000.0,383386000000.0,9292000000.0,30040000000.0,35385000000.0,1041686000000.0,129601000000.0,106677000000.0,358227000000.0,26980000000.0,379088000000.0,42452000000.0,25865000000.0
2018-03-31,14065000000.0,58422000000.0,930869000000.0,359978000000.0,6487000000.0,109821000000.0,1297334000000.0,60359000000.0,40211000000.0,213817000000.0,169159000000.0,1866000000.0,27380000000.0,6366000000.0,44013000000.0,388103000000.0,5650000000.0,40000000000.0,37932000000.0,1021700000000.0,150845000000.0,102492000000.0,344047000000.0,25415000000.0,372544000000.0,41206000000.0,30169000000.0
