,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,10693000000.0,94468000000.0,466585000000.0,318492000000.0,32873000000.0,58006000000.0,817950000000.0,96557000000.0,24292000000.0,219778000000.0,41095000000.0,819000000.0,-92311000000.0,32407000000.0,44885000000.0,197181000000.0,32407000000.0,27096000000.0,-90511000000.0,228078000000.0,399997000000.0,145956000000.0,306980000000.0,188424000000.0,223766000000.0,142396000000.0,95263000000.0
2019-12-31,11042000000.0,94456000000.0,459586000000.0,312740000000.0,30757000000.0,51001000000.0,803083000000.0,96557000000.0,21607000000.0,218209000000.0,41667000000.0,762000000.0,-96482000000.0,33192000000.0,16786000000.0,210126000000.0,33192000000.0,23456000000.0,-94659000000.0,232176000000.0,399919000000.0,125992000000.0,300936000000.0,201795000000.0,202602000000.0,159731000000.0,108562000000.0
2018-12-31,13748000000.0,94445000000.0,478152000000.0,298896000000.0,28438000000.0,50644000000.0,805486000000.0,96557000000.0,32769000000.0,207421000000.0,38206000000.0,34000000.0,-99527000000.0,28612000000.0,19782000000.0,255926000000.0,28612000000.0,49792000000.0,-97704000000.0,228151000000.0,418543000000.0,116398000000.0,285114000000.0,200041000000.0,179791000000.0,165951000000.0,118554000000.0
2017-12-31,7385000000.0,94445000000.0,487805000000.0,315129000000.0,28822000000.0,52701000000.0,831756000000.0,96557000000.0,32914000000.0,186768000000.0,45153000000.0,199000000.0,-62641000000.0,31871000000.0,17883000000.0,266590000000.0,31871000000.0,27677000000.0,-60813000000.0,231677000000.0,424976000000.0,135648000000.0,307545000000.0,216205000000.0,172017000000.0,157974000000.0,117199000000.0
