,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,11235000000.0,67973000000.0,891755000000.0,714644000000.0,34514000000.0,159655000000.0,1640913000000.0,85973000000.0,55783000000.0,644350000000.0,106527000000.0,-83652000000.0,25033000000.0,272373000000.0,430812000000.0,25031000000.0,26521000000.0,-82918000000.0,338788000000.0,921563000000.0,344294000000.0,703409000000.0,281084000000.0,354416000000.0,312323000000.0,143945000000.0
2019-12-31,8640000000.0,74770000000.0,780982000000.0,705234000000.0,46594000000.0,160843000000.0,1532810000000.0,85905000000.0,59875000000.0,607000000000.0,105676000000.0,-62441000000.0,27529000000.0,124580000000.0,496328000000.0,27527000000.0,34056000000.0,-61708000000.0,356289000000.0,874764000000.0,265588000000.0,696594000000.0,333560000000.0,178978000000.0,356749000000.0,134994000000.0
2018-12-31,8518000000.0,74663000000.0,737715000000.0,657475000000.0,38268000000.0,142868000000.0,1433458000000.0,85797000000.0,89017000000.0,572707000000.0,84049000000.0,-75692000000.0,13087000000.0,138264000000.0,584227000000.0,13085000000.0,124299000000.0,-74965000000.0,335763000000.0,874253000000.0,201837000000.0,648957000000.0,317806000000.0,69439000000.0,329166000000.0,139999000000.0
2017-12-31,11173000000.0,74662000000.0,750613000000.0,622802000000.0,42430000000.0,142578000000.0,1415845000000.0,85797000000.0,76905000000.0,513182000000.0,85891000000.0,-50839000000.0,13037000000.0,156634000000.0,502153000000.0,13035000000.0,57196000000.0,-50117000000.0,347997000000.0,855018000000.0,188620000000.0,611629000000.0,313851000000.0,162569000000.0,307628000000.0,154689000000.0
