,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,28282000000.0,34540000000.0,594129000000.0,282999000000.0,3161000000.0,227778000000.0,880289000000.0,29060000000.0,37466000000.0,243349000000.0,213986000000.0,-23950000000.0,83235000000.0,159930000000.0,318519000000.0,83234000000.0,21640000000.0,-12929000000.0,175304000000.0,490604000000.0,102864000000.0,254717000000.0,4028000000.0,203567000000.0,61110000000.0,16426000000.0,54760000000.0
2019-03-31,27896000000.0,34540000000.0,557475000000.0,299408000000.0,2889000000.0,203089000000.0,859772000000.0,29060000000.0,34884000000.0,297952000000.0,194372000000.0,-62144000000.0,71408000000.0,188614000000.0,290155000000.0,71406000000.0,19816000000.0,-6579000000.0,166595000000.0,484700000000.0,109173000000.0,271512000000.0,12509000000.0,160276000000.0,72300000000.0,21556000000.0,45687000000.0
2018-03-31,23663000000.0,34540000000.0,545939000000.0,294443000000.0,2596000000.0,199531000000.0,842978000000.0,29060000000.0,58729000000.0,253108000000.0,173883000000.0,-22265000000.0,41028000000.0,246714000000.0,296238000000.0,41026000000.0,30589000000.0,-5062000000.0,147884000000.0,530182000000.0,100221000000.0,270780000000.0,22885000000.0,115946000000.0,75016000000.0,20764000000.0,42739000000.0
2017-03-31,17635000000.0,34540000000.0,505947000000.0,273162000000.0,2322000000.0,228515000000.0,781431000000.0,29060000000.0,58634000000.0,232978000000.0,156803000000.0,-23416000000.0,34297000000.0,248180000000.0,337990000000.0,34296000000.0,44074000000.0,-8079000000.0,126014000000.0,509778000000.0,93707000000.0,255527000000.0,18509000000.0,100792000000.0,10368000000.0,20643000000.0,43677000000.0
