,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-09-30,5035000000.0,34708000000.0,58100000000.0,212681000000.0,834000000.0,23490000000.0,271615000000.0,34964000000.0,7319000000.0,166357000000.0,10418000000.0,-23348000000.0,11227000000.0,73763000000.0,41402000000.0,11226000000.0,69000000.0,-2553000000.0,86341000000.0,163293000000.0,5719000000.0,207646000000.0,6634000000.0,32065000000.0,6280000000.0,43512000000.0,11832000000.0
2019-09-30,5324000000.0,34672000000.0,56048000000.0,202957000000.0,689000000.0,20389000000.0,259694000000.0,34928000000.0,5114000000.0,156036000000.0,10270000000.0,-22679000000.0,11012000000.0,78414000000.0,39429000000.0,11010000000.0,162000000.0,-1884000000.0,77450000000.0,159909000000.0,5999000000.0,197633000000.0,3646000000.0,35207000000.0,6349000000.0,37528000000.0,12656000000.0
2018-09-30,6278000000.0,34672000000.0,51283000000.0,193316000000.0,668000000.0,16754000000.0,245267000000.0,34928000000.0,9277000000.0,142321000000.0,9672000000.0,-18605000000.0,6835000000.0,74458000000.0,38099000000.0,6833000000.0,3178000000.0,2190000000.0,71730000000.0,153971000000.0,6453000000.0,187038000000.0,,35752000000.0,3512000000.0,34484000000.0,11367000000.0
2017-09-30,1697000000.0,34672000000.0,51775000000.0,186938000000.0,618000000.0,15967000000.0,239331000000.0,34928000000.0,7732000000.0,131678000000.0,8033000000.0,-14340000000.0,6414000000.0,83902000000.0,40059000000.0,6412000000.0,3194000000.0,1720000000.0,68291000000.0,156834000000.0,6095000000.0,185241000000.0,,33449000000.0,3683000000.0,31751000000.0,14098000000.0
