,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,5392000000.0,64433000000.0,256656000000.0,315913000000.0,5949000000.0,37489000000.0,578518000000.0,64152000000.0,11770000000.0,149379000000.0,9541000000.0,37949000000.0,3497000000.0,126884000000.0,131899000000.0,3488000000.0,15000000000.0,41235000000.0,214828000000.0,285364000000.0,69437000000.0,310521000000.0,89687000000.0,115044000000.0,57023000000.0,45717000000.0
2020-03-31,4486000000.0,64579000000.0,244686000000.0,268318000000.0,5615000000.0,33392000000.0,518619000000.0,64152000000.0,10937000000.0,128578000000.0,3912000000.0,11009000000.0,4472000000.0,175151000000.0,120736000000.0,4463000000.0,,13584000000.0,173514000000.0,300244000000.0,35903000000.0,263832000000.0,68877000000.0,120000000000.0,45279000000.0,45555000000.0
2019-03-31,4162000000.0,64579000000.0,146752000000.0,270862000000.0,5442000000.0,28345000000.0,423056000000.0,64152000000.0,6531000000.0,122144000000.0,3627000000.0,19987000000.0,2926000000.0,113492000000.0,118082000000.0,2915000000.0,25000000000.0,22589000000.0,146710000000.0,228972000000.0,40286000000.0,266700000000.0,60180000000.0,25000000000.0,48769000000.0,39562000000.0
2018-03-31,,64579000000.0,151728000000.0,281198000000.0,5170000000.0,25505000000.0,438096000000.0,64152000000.0,6354000000.0,123736000000.0,8158000000.0,28731000000.0,6108000000.0,117760000000.0,93491000000.0,1124000000.0,6000000.0,31340000000.0,151309000000.0,228724000000.0,51955000000.0,281198000000.0,64598000000.0,50000000000.0,40012000000.0,37347000000.0
