,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,34054000000.0,57454000000.0,2523421000000.0,852912000000.0,103119000000.0,267274000000.0,3479452000000.0,100000000000.0,81105000000.0,696703000000.0,536406000000.0,-1245000000.0,194369000000.0,210291000000.0,590619000000.0,191769000000.0,61952000000.0,-763000000.0,2568054000000.0,533678000000.0,149297000000.0,818858000000.0,24000000.0,123359000000.0,1396396000000.0,118899000000.0,210144000000.0
2020-03-31,34229000000.0,56567000000.0,2052152000000.0,1118025000000.0,105080000000.0,394950000000.0,3275257000000.0,100000000000.0,77302000000.0,956227000000.0,548790000000.0,5231000000.0,136957000000.0,78530000000.0,658530000000.0,136954000000.0,71422000000.0,5714000000.0,2532088000000.0,406981000000.0,165002000000.0,1083796000000.0,127000000.0,133934000000.0,844832000000.0,117088000000.0,70037000000.0
2019-03-31,39361000000.0,56171000000.0,2057736000000.0,1079598000000.0,100262000000.0,405830000000.0,3237596000000.0,100000000000.0,65625000000.0,911532000000.0,563370000000.0,11895000000.0,140750000000.0,109327000000.0,608554000000.0,140749000000.0,73832000000.0,12378000000.0,2453887000000.0,454934000000.0,148664000000.0,1040237000000.0,27500000000.0,147655000000.0,885812000000.0,104827000000.0,70771000000.0
2018-03-31,35867000000.0,56171000000.0,1956663000000.0,1020959000000.0,95343000000.0,349705000000.0,3072965000000.0,100000000000.0,75872000000.0,849925000000.0,559192000000.0,14863000000.0,123649000000.0,82995000000.0,530327000000.0,123648000000.0,59126000000.0,15344000000.0,2364537000000.0,419089000000.0,129823000000.0,985092000000.0,18700000000.0,140264000000.0,867144000000.0,101258000000.0,65057000000.0
