,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,3017000000.0,24558000000.0,122409000000.0,196724000000.0,1975000000.0,13586000000.0,321108000000.0,41654000000.0,1741000000.0,117100000000.0,26185000000.0,13412000000.0,3992000000.0,15863000000.0,70441000000.0,1216000000.0,5470000000.0,24231000000.0,166407000000.0,87885000000.0,59807000000.0,193707000000.0,48905000000.0,25783000000.0,21376000000.0,27593000000.0
2019-03-31,2724000000.0,24558000000.0,130619000000.0,192295000000.0,1841000000.0,12750000000.0,324755000000.0,41654000000.0,2188000000.0,110612000000.0,25375000000.0,15471000000.0,4003000000.0,15333000000.0,81631000000.0,1199000000.0,15252000000.0,26266000000.0,166002000000.0,90687000000.0,61339000000.0,189571000000.0,50603000000.0,23613000000.0,22563000000.0,29051000000.0
2018-03-31,2454000000.0,29284000000.0,136823000000.0,202421000000.0,1736000000.0,14986000000.0,340980000000.0,41654000000.0,3607000000.0,107228000000.0,28104000000.0,24255000000.0,3407000000.0,22204000000.0,74742000000.0,713000000.0,6503000000.0,29126000000.0,169532000000.0,101331000000.0,64256000000.0,199967000000.0,52745000000.0,33977000000.0,22775000000.0,29615000000.0
2017-03-31,2310000000.0,29284000000.0,140923000000.0,194205000000.0,1662000000.0,16308000000.0,336790000000.0,41654000000.0,3633000000.0,96830000000.0,29423000000.0,26437000000.0,3566000000.0,26828000000.0,76534000000.0,695000000.0,7352000000.0,31268000000.0,163002000000.0,99771000000.0,68141000000.0,191895000000.0,49007000000.0,34966000000.0,20303000000.0,28650000000.0
