,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,345371000000.0,1138884000000.0,5303384000000.0,2311046000000.0,396862000000.0,382542000000.0,8011292000000.0,100000000000.0,185552000000.0,982786000000.0,760248000000.0,185730000000.0,89376000000.0,117418000000.0,398573000000.0,2711827000000.0,117418000000.0,247622000000.0,95379000000.0,3724861000000.0,2878561000000.0,759351000000.0,1779945000000.0,61963000000.0,1050785000000.0,1386065000000.0,1181688000000.0,1343909000000.0
2019-03-31,345800000000.0,1222193000000.0,5357995000000.0,2717840000000.0,401976000000.0,428623000000.0,8477811000000.0,100000000000.0,158179000000.0,1272960000000.0,799594000000.0,196482000000.0,122687000000.0,133000000000.0,385434000000.0,2932326000000.0,133000000000.0,205588000000.0,152385000000.0,3381642000000.0,3587387000000.0,833500000000.0,2175558000000.0,47184000000.0,1406383000000.0,1573705000000.0,1590207000000.0,1852441000000.0
2018-03-31,334404000000.0,1250667000000.0,5537580000000.0,2539541000000.0,380434000000.0,549717000000.0,8457555000000.0,100000000000.0,101944000000.0,1017402000000.0,766818000000.0,177216000000.0,171472000000.0,131935000000.0,447355000000.0,2995046000000.0,131935000000.0,212413000000.0,176202000000.0,3327400000000.0,3593181000000.0,893419000000.0,2027921000000.0,61282000000.0,1442567000000.0,1730873000000.0,1540033000000.0,1910002000000.0
2017-03-31,50987000000.0,751556000000.0,4652604000000.0,1707194000000.0,433094000000.0,746465000000.0,6792892000000.0,100000000000.0,122842000000.0,697009000000.0,441287000000.0,17061000000.0,158629000000.0,173119000000.0,349007000000.0,2598538000000.0,166529000000.0,190769000000.0,162619000000.0,2988736000000.0,2715777000000.0,847212000000.0,1639146000000.0,46289000000.0,1067239000000.0,1582374000000.0,1130400000000.0,656411000000.0
