,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,82586000.0,7070343000.0,6317146000.0,89390000.0,4985000.0,420574000.0,13476879000.0,851000.0,138034000.0,6268175000.0,786748000.0,3882715000.0,48120000.0,363010000.0,1224490000.0,2481039000.0,22689000.0,329916000.0,48120000.0,5709637000.0,3281869000.0,157062000.0,2351845000.0,1728928000.0,3473254000.0,190417000.0,570523000.0
2019-12-31,83657000.0,6085046000.0,5504105000.0,79099000.0,6373000.0,2515000.0,11668250000.0,867000.0,133930000.0,5471345000.0,355003000.0,3869760000.0,31893000.0,316430000.0,61268000.0,1563390000.0,16189000.0,85900000.0,31893000.0,5343216000.0,1915934000.0,139253000.0,1550688000.0,1560847000.0,3880218000.0,159889000.0,446957000.0
2018-12-31,19732000.0,5795395000.0,5389262000.0,80823000.0,8772000.0,2428000.0,11265480000.0,914000.0,174467000.0,5384106000.0,411470000.0,3844628000.0,4242000.0,440339000.0,105220000.0,1448738000.0,5280000.0,61318000.0,4242000.0,4847940000.0,1937802000.0,175039000.0,1524902000.0,1505909000.0,3917374000.0,148206000.0,445652000.0
2017-12-31,220000000.0,5703690000.0,4989514000.0,68624000.0,9787000.0,20334000.0,10761828000.0,942000.0,86504000.0,4981395000.0,361266000.0,3825157000.0,7177000.0,335632000.0,74423000.0,1848034000.0,3007000.0,545619000.0,7177000.0,4571837000.0,1798002000.0,11200000.0,944357000.0,1496898000.0,3494390000.0,136177000.0,441984000.0
