,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,13518000000.0,101958000000.0,876721000000.0,473702000000.0,1196000000.0,28072000000.0,1351619000000.0,18454000000.0,2420000000.0,317752000000.0,34870000000.0,4103000000.0,35538000000.0,2918000000.0,210547000000.0,836978000000.0,1075000000.0,64906000000.0,152178000000.0,1034411000000.0,144491000000.0,456081000000.0,10000000.0,672494000000.0,630000000.0,148940000000.0,798748000000.0
2019-03-31,7317000000.0,101958000000.0,899884000000.0,440898000000.0,1157000000.0,31344000000.0,1341939000000.0,18454000000.0,2805000000.0,288129000000.0,35529000000.0,10110000000.0,32357000000.0,5402000000.0,206300000000.0,859911000000.0,3594000000.0,61722000000.0,141528000000.0,1036784000000.0,140798000000.0,423471000000.0,10000000.0,693959000000.0,951000000.0,133710000000.0,817446000000.0
2018-03-31,7057000000.0,101945000000.0,907352000000.0,434767000000.0,1165000000.0,29442000000.0,1343284000000.0,18454000000.0,8393000000.0,257016000000.0,48733000000.0,5081000000.0,57352000000.0,2926000000.0,191874000000.0,854235000000.0,766000000.0,73377000000.0,136886000000.0,1027015000000.0,164319000000.0,422629000000.0,4010000000.0,689009000000.0,1213000000.0,133729000000.0,814589000000.0
2017-03-31,7492000000.0,101936000000.0,862374000000.0,392333000000.0,1215000000.0,20334000000.0,1255922000000.0,18454000000.0,7963000000.0,229115000000.0,43268000000.0,6308000000.0,42828000000.0,3248000000.0,164430000000.0,814576000000.0,842000000.0,58848000000.0,133196000000.0,962872000000.0,142806000000.0,378533000000.0,4000000000.0,654377000000.0,1286000000.0,132102000000.0,784538000000.0
