,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,10239000000.0,22472000000.0,149532000000.0,319699000000.0,6410000000.0,16179000000.0,475641000000.0,25038000000.0,5664000000.0,280555000000.0,21875000000.0,4303000000.0,-8366000000.0,3181000000.0,43869000000.0,82427000000.0,3179000000.0,6221000000.0,-2085000000.0,200252000000.0,194759000000.0,62907000000.0,305157000000.0,9894000000.0,74570000000.0,38854000000.0,60762000000.0,44741000000.0
2019-03-31,9200000000.0,22472000000.0,152441000000.0,323008000000.0,6219000000.0,17528000000.0,481668000000.0,25038000000.0,4768000000.0,276934000000.0,22738000000.0,4360000000.0,-1436000000.0,2736000000.0,47434000000.0,94028000000.0,2736000000.0,12760000000.0,4838000000.0,193632000000.0,201571000000.0,70169000000.0,309448000000.0,8945000000.0,81158000000.0,34902000000.0,59266000000.0,51866000000.0
2018-03-31,3531000000.0,22400000000.0,159340000000.0,307271000000.0,3491000000.0,18283000000.0,470102000000.0,25038000000.0,10569000000.0,248158000000.0,21351000000.0,,11675000000.0,3170000000.0,55920000000.0,92636000000.0,2239000000.0,4438000000.0,17938000000.0,175241000000.0,201532000000.0,86628000000.0,303740000000.0,,78029000000.0,45301000000.0,57014000000.0,58066000000.0
2017-03-31,3877000000.0,22396000000.0,141334000000.0,288672000000.0,3604000000.0,17422000000.0,433610000000.0,25038000000.0,13071000000.0,229092000000.0,18032000000.0,,12146000000.0,3040000000.0,56139000000.0,86845000000.0,1868000000.0,11583000000.0,18395000000.0,163160000000.0,184509000000.0,79024000000.0,284795000000.0,,64190000000.0,36374000000.0,51109000000.0,44615000000.0
