,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-03-31,15009000000.0,143884000000.0,124047000000.0,431091000000.0,3457000000.0,31179000000.0,558595000000.0,54768000000.0,9882000000.0,248515000000.0,19891000000.0,5928000000.0,-16076000000.0,13499000000.0,47167000000.0,99803000000.0,13496000000.0,-3987000000.0,154907000000.0,299338000000.0,69914000000.0,410154000000.0,15736000000.0,126058000000.0,4353000000.0,100495000000.0,51745000000.0,
2019-03-31,11214000000.0,153119000000.0,121655000000.0,441548000000.0,3848000000.0,34714000000.0,567051000000.0,54768000000.0,9574000000.0,243714000000.0,11102000000.0,7469000000.0,-10053000000.0,14216000000.0,56295000000.0,105997000000.0,14213000000.0,1555000000.0,130595000000.0,327164000000.0,76393000000.0,422865000000.0,19939000000.0,140965000000.0,4556000000.0,100391000000.0,65917000000.0,2268000000.0
2018-03-31,9852000000.0,163199000000.0,118307000000.0,435672000000.0,3191000000.0,52956000000.0,557170000000.0,54768000000.0,22547000000.0,242449000000.0,10430000000.0,884000000.0,-24744000000.0,5906000000.0,75964000000.0,102461000000.0,5874000000.0,-13049000000.0,136813000000.0,338220000000.0,65495000000.0,424936000000.0,21414000000.0,142770000000.0,5313000000.0,75525000000.0,37243000000.0,
2017-03-31,7837000000.0,163199000000.0,113463000000.0,416833000000.0,3137000000.0,43088000000.0,533433000000.0,54768000000.0,15698000000.0,226500000000.0,13191000000.0,1153000000.0,-27634000000.0,6014000000.0,75503000000.0,96743000000.0,5965000000.0,-15793000000.0,132009000000.0,331909000000.0,54511000000.0,407843000000.0,30527000000.0,139490000000.0,3366000000.0,70691000000.0,35954000000.0,
