,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,827000000.0,7561000000.0,29823000000.0,2634000000.0,2146000000.0,587000000.0,1437000000.0,34603000000.0,8000000.0,1989000000.0,-680000000.0,5717000000.0,1061000000.0,-4255000000.0,3365000000.0,1089000000.0,5362000000.0,288000000.0,1426000000.0,-2397000000.0,23101000000.0,5414000000.0,835000000.0,746000000.0,335000000.0,1438000000.0,18374000000.0,461000000.0,1156000000.0
2019-12-31,469000000.0,7776000000.0,28359000000.0,2996000000.0,2293000000.0,530000000.0,729000000.0,33648000000.0,8000000.0,1625000000.0,-692000000.0,4697000000.0,1059000000.0,-4096000000.0,3101000000.0,1029000000.0,5096000000.0,156000000.0,1865000000.0,-2229000000.0,22822000000.0,5231000000.0,966000000.0,1468000000.0,400000000.0,1610000000.0,18238000000.0,487000000.0,1311000000.0
2018-12-31,436000000.0,8154000000.0,26857000000.0,3208000000.0,2456000000.0,547000000.0,304000000.0,32521000000.0,8000000.0,1071000000.0,-1005000000.0,4822000000.0,1059000000.0,-3949000000.0,3501000000.0,1166000000.0,4399000000.0,97000000.0,1659000000.0,-2071000000.0,21396000000.0,5015000000.0,1114000000.0,1713000000.0,313000000.0,1758000000.0,17636000000.0,577000000.0,1329000000.0
2017-12-31,1726000000.0,8501000000.0,28207000000.0,2465000000.0,2440000000.0,542000000.0,1179000000.0,33112000000.0,8000000.0,2791000000.0,-2276000000.0,4378000000.0,1059000000.0,-3768000000.0,2436000000.0,949000000.0,6028000000.0,130000000.0,2164000000.0,-1876000000.0,20296000000.0,6398000000.0,1197000000.0,-320000000.0,424000000.0,1610000000.0,17801000000.0,562000000.0,1371000000.0
