,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2020-03-31,3480000000.0,8756000000.0,109529000000.0,315614000000.0,25343000000.0,32867000000.0,450486000000.0,6459000000.0,2746000000.0,293807000000.0,22922000000.0,6592000000.0,3614000000.0,167090000000.0,86607000000.0,3613000000.0,8462000000.0,84633000000.0,294713000000.0,64046000000.0,312134000000.0,6364000000.0,73885000000.0,44628000000.0,49243000000.0
2019-03-31,5743000000.0,8756000000.0,110190000000.0,299135000000.0,21560000000.0,31307000000.0,430885000000.0,6459000000.0,2284000000.0,276143000000.0,21840000000.0,7777000000.0,3279000000.0,140264000000.0,88350000000.0,3277000000.0,9641000000.0,82854000000.0,280891000000.0,58118000000.0,293392000000.0,17126000000.0,75501000000.0,45716000000.0,52503000000.0
2018-03-31,6350000000.0,8756000000.0,116776000000.0,287282000000.0,20682000000.0,32505000000.0,424740000000.0,6459000000.0,6957000000.0,258814000000.0,23871000000.0,13253000000.0,1997000000.0,124771000000.0,92905000000.0,1995000000.0,15113000000.0,83415000000.0,266978000000.0,66000000000.0,280932000000.0,17920000000.0,73986000000.0,43344000000.0,55724000000.0
2017-03-31,6853000000.0,8756000000.0,113688000000.0,272777000000.0,17860000000.0,31182000000.0,404325000000.0,6459000000.0,5976000000.0,247327000000.0,22120000000.0,10235000000.0,1622000000.0,115225000000.0,91568000000.0,1620000000.0,11242000000.0,78175000000.0,237671000000.0,80004000000.0,265924000000.0,8563000000.0,69105000000.0,38802000000.0,56096000000.0
