,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2021-03-20,4251000000.0,30541000000.0,97030000000.0,1912844000000.0,72684000000.0,2009874000000.0,30637000000.0,6808000000.0,1846924000000.0,2509000000.0,4742000000.0,6573000000.0,401201000000.0,94521000000.0,6571000000.0,8505000000.0,23806000000.0,1158223000000.0,817021000000.0,1908593000000.0,528797000000.0,186477000000.0,34940000000.0,10540000000.0
2020-03-20,5172000000.0,30538000000.0,77936000000.0,1758082000000.0,55673000000.0,1836018000000.0,30637000000.0,8889000000.0,1698140000000.0,2557000000.0,-1233000000.0,5414000000.0,476637000000.0,75379000000.0,5413000000.0,2501000000.0,25554000000.0,1148916000000.0,650962000000.0,1752910000000.0,467502000000.0,162211000000.0,33677000000.0,9619000000.0
2019-03-20,5888000000.0,30537000000.0,94049000000.0,1588308000000.0,69152000000.0,1682357000000.0,30637000000.0,20462000000.0,1524268000000.0,8423000000.0,2866000000.0,471000000.0,468206000000.0,85626000000.0,469000000.0,6555000000.0,24443000000.0,1091011000000.0,560544000000.0,1582420000000.0,394999000000.0,168995000000.0,38349000000.0,6309000000.0
2018-03-20,5204000000.0,30537000000.0,105166000000.0,1381056000000.0,76782000000.0,1486222000000.0,30637000000.0,20939000000.0,1316311000000.0,7608000000.0,3571000000.0,457000000.0,437675000000.0,97558000000.0,456000000.0,7229000000.0,21426000000.0,1023426000000.0,435709000000.0,1375852000000.0,370055000000.0,159910000000.0,34847000000.0,10645000000.0
