,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,22327000000.0,146598000000.0,1551410000000.0,905646000000.0,32025000000.0,158603000000.0,2489081000000.0,99474000000.0,36479000000.0,685087000000.0,439109000000.0,14223000000.0,-25513000000.0,6957000000.0,25023000000.0,394634000000.0,6956000000.0,25000000000.0,18711000000.0,1811760000000.0,262984000000.0,370830000000.0,869096000000.0,68150000000.0,712058000000.0,133332000000.0,29508000000.0
2019-03-31,19520000000.0,146591000000.0,1550844000000.0,884862000000.0,30517000000.0,171904000000.0,2466223000000.0,99474000000.0,50095000000.0,641731000000.0,428107000000.0,16214000000.0,-2934000000.0,6967000000.0,28856000000.0,404286000000.0,6965000000.0,20000000000.0,31466000000.0,1783789000000.0,302963000000.0,336770000000.0,849128000000.0,92900000000.0,713375000000.0,131112000000.0,48054000000.0
2018-03-31,16757000000.0,146053000000.0,1543594000000.0,837725000000.0,28786000000.0,190999000000.0,2410105000000.0,99474000000.0,48477000000.0,583482000000.0,413511000000.0,18457000000.0,8716000000.0,4181000000.0,28836000000.0,406911000000.0,4179000000.0,,32963000000.0,1749531000000.0,296487000000.0,324692000000.0,802511000000.0,92380000000.0,717340000000.0,126794000000.0,46891000000.0
2017-03-31,16462000000.0,146053000000.0,1545173000000.0,787445000000.0,17213000000.0,166444000000.0,2349831000000.0,99474000000.0,44655000000.0,527884000000.0,416564000000.0,20822000000.0,14034000000.0,4147000000.0,24255000000.0,419291000000.0,4146000000.0,10000000000.0,27571000000.0,1734702000000.0,269992000000.0,303706000000.0,750161000000.0,83232000000.0,702523000000.0,117850000000.0,40086000000.0
