,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,2721000000.0,30427000000.0,326153000000.0,303143000000.0,36210000000.0,19039000000.0,665506000000.0,37172000000.0,7698000000.0,216357000000.0,37485000000.0,19187000000.0,2518000000.0,67314000000.0,181445000000.0,2517000000.0,10000000000.0,22847000000.0,231846000000.0,319364000000.0,109057000000.0,300422000000.0,125820000000.0,107223000000.0,118532000000.0,65589000000.0
2020-03-31,1619000000.0,30449000000.0,316763000000.0,273562000000.0,35574000000.0,25939000000.0,625899000000.0,37172000000.0,5721000000.0,212136000000.0,23836000000.0,-6195000000.0,2184000000.0,59558000000.0,198419000000.0,2182000000.0,,-2539000000.0,237492000000.0,310641000000.0,73963000000.0,271943000000.0,118188000000.0,94508000000.0,127174000000.0,66821000000.0
2019-03-31,1502000000.0,30285000000.0,332558000000.0,285508000000.0,32631000000.0,32687000000.0,650697000000.0,37172000000.0,6064000000.0,203299000000.0,30166000000.0,14752000000.0,2577000000.0,41734000000.0,221091000000.0,2576000000.0,10000000000.0,18403000000.0,226078000000.0,313081000000.0,107459000000.0,284006000000.0,132737000000.0,81301000000.0,132546000000.0,87361000000.0
2018-03-31,1697000000.0,30337000000.0,328633000000.0,284434000000.0,31974000000.0,32932000000.0,645041000000.0,37172000000.0,10577000000.0,187799000000.0,37805000000.0,29126000000.0,830000000.0,42167000000.0,212138000000.0,829000000.0,,32770000000.0,212029000000.0,301895000000.0,128590000000.0,282737000000.0,134087000000.0,78690000000.0,115064000000.0,90380000000.0
