,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,7931000000.0,13280000000.0,56860000000.0,134806000000.0,15697000000.0,11063000000.0,207363000000.0,9891000000.0,8583000000.0,110563000000.0,8081000000.0,4589000000.0,1072000000.0,447000000.0,42420000000.0,47524000000.0,445000000.0,3083000000.0,50750000000.0,126468000000.0,17178000000.0,122286000000.0,57280000000.0,1255000000.0,18185000000.0,28356000000.0
2020-03-31,3784000000.0,13276000000.0,59214000000.0,130224000000.0,14188000000.0,13658000000.0,203626000000.0,9891000000.0,8004000000.0,106786000000.0,6732000000.0,6352000000.0,271000000.0,451000000.0,40690000000.0,51568000000.0,449000000.0,2280000000.0,49478000000.0,129148000000.0,14413000000.0,120088000000.0,61071000000.0,914000000.0,19383000000.0,30006000000.0
2019-03-31,2785000000.0,13279000000.0,54910000000.0,126493000000.0,9622000000.0,9345000000.0,191025000000.0,9891000000.0,6164000000.0,100739000000.0,6224000000.0,319000000.0,2584000000.0,442000000.0,45587000000.0,48254000000.0,440000000.0,4591000000.0,40949000000.0,129888000000.0,16642000000.0,123389000000.0,59896000000.0,432000000.0,18241000000.0,32520000000.0
2018-03-31,2687000000.0,13279000000.0,57873000000.0,122781000000.0,9833000000.0,11579000000.0,190487000000.0,9891000000.0,6669000000.0,93756000000.0,7517000000.0,168000000.0,5855000000.0,268000000.0,49521000000.0,49579000000.0,267000000.0,7866000000.0,38464000000.0,131260000000.0,17640000000.0,119926000000.0,59070000000.0,777000000.0,16000000000.0,32185000000.0
