,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2020-03-31,95777000000.0,183049000000.0,727526000000.0,1094813000000.0,37023000000.0,177423000000.0,1859362000000.0,181352000000.0,82434000000.0,797911000000.0,192308000000.0,-67499000000.0,91325000000.0,329149000000.0,358460000000.0,84632000000.0,13556000000.0,-66965000000.0,997807000000.0,525995000000.0,148458000000.0,999036000000.0,87921000000.0,174770000000.0,26491000000.0,166327000000.0,
2019-03-31,92255000000.0,183050000000.0,830193000000.0,1165134000000.0,35001000000.0,252936000000.0,2030328000000.0,181352000000.0,65095000000.0,822554000000.0,249766000000.0,-21822000000.0,103866000000.0,462064000000.0,454399000000.0,96625000000.0,13287000000.0,-21287000000.0,929216000000.0,761539000000.0,143452000000.0,1072879000000.0,152451000000.0,123524000000.0,21929000000.0,185650000000.0,60000000000.0
2018-03-31,95686000000.0,183049000000.0,760100000000.0,1060335000000.0,33792000000.0,198815000000.0,1854227000000.0,181352000000.0,64503000000.0,731106000000.0,258239000000.0,-35172000000.0,68406000000.0,417842000000.0,396846000000.0,60690000000.0,14555000000.0,-24637000000.0,880765000000.0,686069000000.0,123301000000.0,964649000000.0,150729000000.0,100696000000.0,21996000000.0,177937000000.0,30999000000.0
2017-03-31,95913000000.0,183047000000.0,725384000000.0,972065000000.0,31328000000.0,181262000000.0,1728777000000.0,181352000000.0,58887000000.0,647701000000.0,269681000000.0,-40035000000.0,68762000000.0,392075000000.0,364601000000.0,61457000000.0,13037000000.0,-39504000000.0,824928000000.0,626332000000.0,112842000000.0,876152000000.0,142252000000.0,85802000000.0,21118000000.0,159218000000.0,12000000000.0
