,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,11044000000.0,134361000000.0,1036856000000.0,500318000000.0,107105000000.0,49917000000.0,1644279000000.0,22398000000.0,14948000000.0,350562000000.0,60528000000.0,-7003000000.0,5277000000.0,207545000000.0,945600000000.0,5160000000.0,3558000000.0,51606000000.0,265576000000.0,1146179000000.0,216203000000.0,489274000000.0,18770000000.0,753794000000.0,30728000000.0,151122000000.0,883624000000.0
2019-03-31,14093000000.0,134362000000.0,1025064000000.0,496879000000.0,95968000000.0,46075000000.0,1617911000000.0,22398000000.0,6629000000.0,321242000000.0,58010000000.0,18877000000.0,3617000000.0,213025000000.0,932617000000.0,3600000000.0,5950000000.0,49346000000.0,254182000000.0,1135402000000.0,210617000000.0,482786000000.0,18770000000.0,751159000000.0,34437000000.0,145819000000.0,869647000000.0
2018-03-31,14912000000.0,134362000000.0,1048918000000.0,484667000000.0,87988000000.0,48644000000.0,1621573000000.0,22398000000.0,9756000000.0,293726000000.0,68263000000.0,34181000000.0,357000000.0,203546000000.0,940728000000.0,328000000.0,7060000000.0,58600000000.0,249250000000.0,1140088000000.0,216966000000.0,469755000000.0,18770000000.0,762148000000.0,39927000000.0,145868000000.0,867111000000.0
2017-03-31,12851000000.0,134362000000.0,1004748000000.0,441611000000.0,79553000000.0,47811000000.0,1525912000000.0,22398000000.0,9035000000.0,266611000000.0,61032000000.0,18240000000.0,441000000.0,165267000000.0,928252000000.0,393000000.0,8150000000.0,39724000000.0,247743000000.0,1095153000000.0,169724000000.0,428760000000.0,18770000000.0,754809000000.0,15464000000.0,147272000000.0,860602000000.0
