,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2020-03-31,1123000000.0,20780000000.0,297759000000.0,196871000000.0,2415000000.0,63569000000.0,497045000000.0,23513000000.0,22079000000.0,142684000000.0,15132000000.0,9894000000.0,759000000.0,46459000000.0,252627000000.0,160000000.0,15000000000.0,12068000000.0,133055000000.0,301815000000.0,60293000000.0,195748000000.0,220147000000.0,30000000000.0,13130000000.0,93144000000.0,
2019-03-31,848000000.0,20780000000.0,266997000000.0,197237000000.0,2093000000.0,49987000000.0,466327000000.0,23513000000.0,28828000000.0,129706000000.0,18525000000.0,23238000000.0,563000000.0,31473000000.0,223472000000.0,122000000.0,,25410000000.0,114377000000.0,269201000000.0,81338000000.0,196389000000.0,197566000000.0,25000000000.0,11206000000.0,108645000000.0,128000000.0
2018-03-31,764000000.0,20780000000.0,198736000000.0,183169000000.0,2048000000.0,53610000000.0,383953000000.0,23513000000.0,27650000000.0,116132000000.0,20911000000.0,22744000000.0,1954000000.0,32499000000.0,152725000000.0,35000000.0,,24914000000.0,96639000000.0,207727000000.0,76869000000.0,182405000000.0,139360000000.0,25100000000.0,8213000000.0,77710000000.0,5000000.0
2017-03-31,686000000.0,20780000000.0,215887000000.0,167803000000.0,1984000000.0,55788000000.0,385674000000.0,23513000000.0,23727000000.0,104981000000.0,20220000000.0,18529000000.0,1342000000.0,39026000000.0,170567000000.0,32000000.0,,20107000000.0,85080000000.0,227968000000.0,70598000000.0,167117000000.0,157407000000.0,25100000000.0,7748000000.0,94191000000.0,60000000.0
