,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will
2020-12-31,66193000000.0,450605000000.0,437510000000.0,501643000000.0,450000000.0,14365000000.0,939603000000.0,15232000000.0,55332000000.0,120473000000.0,45462000000.0,-84667000000.0,4986000000.0,114778000000.0,178676000000.0,4986000000.0,1072000000.0,987000000.0,490312000000.0,345003000000.0,33109000000.0,435450000000.0,702000000.0,98459000000.0,187514000000.0,68180000000.0,102480000000.0,
2019-12-31,67123000000.0,450526000000.0,445953000000.0,505999000000.0,492000000.0,16514000000.0,952444000000.0,15232000000.0,1584000000.0,121372000000.0,55142000000.0,-81131000000.0,6094000000.0,113825000000.0,168186000000.0,6093000000.0,17261000000.0,4518000000.0,506765000000.0,304812000000.0,40629000000.0,411855000000.0,752000000.0,106168000000.0,188487000000.0,74120000000.0,122364000000.0,27021000000.0
2018-12-31,66539000000.0,450533000000.0,296566000000.0,580448000000.0,458000000.0,20372000000.0,877472000000.0,15232000000.0,780000000.0,182418000000.0,62641000000.0,-67735000000.0,6265000000.0,65510000000.0,177524000000.0,6264000000.0,21512000000.0,4916000000.0,435305000000.0,238078000000.0,42405000000.0,425029000000.0,645000000.0,93465000000.0,56401000000.0,68781000000.0,105701000000.0,88880000000.0
2017-12-31,64535000000.0,450568000000.0,256433000000.0,627059000000.0,426000000.0,80962000000.0,883918000000.0,15231000000.0,36210000000.0,155535000000.0,52045000000.0,5725000000.0,14868000000.0,101858000000.0,126357000000.0,2448000000.0,1817000000.0,10417000000.0,410192000000.0,285974000000.0,31792000000.0,485967000000.0,17000000000.0,68959000000.0,78031000000.0,61947000000.0,40496000000.0,76557000000.0
