,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-08-31,21361000000.0,10900000000.0,160927000000.0,181086000000.0,1905000000.0,17968000000.0,343918000000.0,6766000000.0,5308000000.0,177874000000.0,7490000000.0,2819000000.0,-14454000000.0,2112000000.0,92308000000.0,55923000000.0,2110000000.0,360000000.0,-489000000.0,67810000000.0,224005000000.0,25811000000.0,156906000000.0,21105000000.0,71963000000.0,105284000000.0,19507000000.0
2020-02-29,20898000000.0,10875000000.0,98022000000.0,204794000000.0,3696000000.0,16462000000.0,306512000000.0,6766000000.0,5443000000.0,199590000000.0,8835000000.0,3432000000.0,-12437000000.0,1712000000.0,38814000000.0,63048000000.0,1711000000.0,,1547000000.0,82463000000.0,171279000000.0,26728000000.0,180464000000.0,21608000000.0,873000000.0,105414000000.0,28133000000.0
2019-02-28,12242000000.0,10826000000.0,64888000000.0,191059000000.0,4128000000.0,24930000000.0,260075000000.0,6766000000.0,6917000000.0,186364000000.0,10757000000.0,4237000000.0,-12897000000.0,537000000.0,55444000000.0,53574000000.0,536000000.0,397000000.0,1883000000.0,46167000000.0,170206000000.0,26686000000.0,174580000000.0,19580000000.0,557000000.0,88265000000.0,20724000000.0
2018-02-28,8852000000.0,10791000000.0,63889000000.0,170321000000.0,4103000000.0,23038000000.0,238313000000.0,6766000000.0,5679000000.0,162376000000.0,12432000000.0,5348000000.0,-9612000000.0,355000000.0,50875000000.0,49843000000.0,354000000.0,,5722000000.0,41225000000.0,149329000000.0,33204000000.0,156121000000.0,18303000000.0,1614000000.0,74472000000.0,20172000000.0
