,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,9691000000.0,21621000000.0,319234000000.0,153151000000.0,19148000000.0,13022000000.0,491533000000.0,30685000000.0,14602000000.0,96237000000.0,18896000000.0,669000000.0,4608000000.0,4319000000.0,27371000000.0,196895000000.0,2461000000.0,5082000000.0,148042000000.0,253115000000.0,75697000000.0,142791000000.0,431000000.0,79659000000.0,100361000000.0,131052000000.0,35476000000.0
2019-03-31,10428000000.0,21757000000.0,311756000000.0,146325000000.0,19832000000.0,17714000000.0,477913000000.0,30685000000.0,21080000000.0,83988000000.0,19958000000.0,276000000.0,9895000000.0,5191000000.0,8904000000.0,202699000000.0,3043000000.0,10366000000.0,137525000000.0,247603000000.0,76890000000.0,135621000000.0,500000000.0,88369000000.0,86979000000.0,128750000000.0,49424000000.0
2018-03-31,11005000000.0,21758000000.0,327517000000.0,137713000000.0,19392000000.0,21073000000.0,484622000000.0,30685000000.0,28159000000.0,71663000000.0,23297000000.0,535000000.0,13607000000.0,4310000000.0,22669000000.0,212869000000.0,1972000000.0,13876000000.0,132782000000.0,257138000000.0,78852000000.0,126173000000.0,,84036000000.0,88807000000.0,122274000000.0,44656000000.0
2017-03-31,10867000000.0,21078000000.0,310672000000.0,120972000000.0,20232000000.0,14921000000.0,451876000000.0,30685000000.0,24871000000.0,56666000000.0,23867000000.0,871000000.0,12543000000.0,4879000000.0,23239000000.0,216236000000.0,2387000000.0,12809000000.0,123630000000.0,233087000000.0,78542000000.0,109234000000.0,300000000.0,74635000000.0,69309000000.0,110042000000.0,34609000000.0
