,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,12140000000.0,39756000000.0,369085000000.0,132628000000.0,26350000000.0,42947000000.0,528063000000.0,20000000000.0,10226000000.0,73069000000.0,30353000000.0,6899000000.0,-197000000.0,9081000000.0,21782000000.0,199528000000.0,9080000000.0,-120000000.0,148206000000.0,301990000000.0,49747000000.0,113589000000.0,105673000000.0,139204000000.0,164309000000.0,32797000000.0
2019-03-31,12394000000.0,39697000000.0,369940000000.0,125353000000.0,25025000000.0,42844000000.0,520318000000.0,20000000000.0,10086000000.0,62113000000.0,28927000000.0,8060000000.0,3543000000.0,7462000000.0,12132000000.0,203792000000.0,7460000000.0,3615000000.0,140351000000.0,299359000000.0,52692000000.0,104899000000.0,113620000000.0,137221000000.0,163521000000.0,33512000000.0
2018-03-31,12792000000.0,39703000000.0,376795000000.0,115459000000.0,24589000000.0,43548000000.0,516843000000.0,20000000000.0,11683000000.0,47523000000.0,29145000000.0,9125000000.0,8233000000.0,4050000000.0,16475000000.0,219812000000.0,4049000000.0,8290000000.0,138444000000.0,295498000000.0,56934000000.0,93542000000.0,115330000000.0,127838000000.0,152010000000.0,36758000000.0
2017-03-31,12201000000.0,39767000000.0,378484000000.0,100663000000.0,22156000000.0,42582000000.0,501303000000.0,20000000000.0,12626000000.0,33789000000.0,29098000000.0,10148000000.0,7107000000.0,4181000000.0,13769000000.0,226214000000.0,4178000000.0,7152000000.0,140014000000.0,278970000000.0,55789000000.0,78314000000.0,102966000000.0,123172000000.0,149609000000.0,33078000000.0
