,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,15131000000.0,16254000000.0,191259000000.0,277346000000.0,2687000000.0,70883000000.0,471292000000.0,10374000000.0,24322000000.0,254997000000.0,11201000000.0,-4279000000.0,11514000000.0,178032000000.0,176839000000.0,7087000000.0,-4140000000.0,36229000000.0,391523000000.0,16895000000.0,262215000000.0,40000000.0,144933000000.0,1700000000.0,44196000000.0,96437000000.0
2019-12-31,14511000000.0,16254000000.0,200193000000.0,259326000000.0,2293000000.0,74571000000.0,461812000000.0,10374000000.0,23059000000.0,236544000000.0,10795000000.0,-3846000000.0,11512000000.0,175382000000.0,186115000000.0,6895000000.0,-3707000000.0,35946000000.0,382485000000.0,17358000000.0,244815000000.0,45000000.0,149454000000.0,1700000000.0,34545000000.0,102006000000.0
2018-12-31,13788000000.0,16254000000.0,175069000000.0,229725000000.0,1938000000.0,63641000000.0,406732000000.0,10374000000.0,24022000000.0,209335000000.0,10984000000.0,-6238000000.0,7055000000.0,150833000000.0,161327000000.0,2962000000.0,-6099000000.0,36630000000.0,334650000000.0,14609000000.0,215937000000.0,50000000.0,132239000000.0,1700000000.0,27506000000.0,89322000000.0
2017-12-31,12165000000.0,16254000000.0,165789000000.0,212894000000.0,1634000000.0,60948000000.0,380317000000.0,10374000000.0,24218000000.0,189816000000.0,10347000000.0,-3550000000.0,5991000000.0,136355000000.0,152334000000.0,1369000000.0,-3413000000.0,37610000000.0,309245000000.0,15306000000.0,200729000000.0,50000000.0,122024000000.0,1700000000.0,26598000000.0,83107000000.0
