,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-02-28,2510000000.0,51672000000.0,255336000000.0,179719000000.0,630000000.0,33944000000.0,435685000000.0,7736000000.0,15869000000.0,125866000000.0,18659000000.0,16899000000.0,-5555000000.0,12210000000.0,51918000000.0,203049000000.0,12161000000.0,300000000.0,148229000000.0,215890000000.0,39947000000.0,160310000000.0,44820000000.0,9222000000.0,103283000000.0,150388000000.0
2020-02-29,2434000000.0,51669000000.0,227589000000.0,161924000000.0,493000000.0,30198000000.0,390006000000.0,7736000000.0,18752000000.0,103525000000.0,16146000000.0,15179000000.0,-1006000000.0,10537000000.0,38838000000.0,183234000000.0,10480000000.0,216000000.0,135910000000.0,190203000000.0,35743000000.0,144311000000.0,43295000000.0,5549000000.0,89318000000.0,137845000000.0
2019-02-28,2629000000.0,51669000000.0,183543000000.0,143285000000.0,661000000.0,22382000000.0,327489000000.0,7736000000.0,12799000000.0,85333000000.0,14960000000.0,16181000000.0,-1453000000.0,6384000000.0,19364000000.0,140711000000.0,6319000000.0,265000000.0,124322000000.0,144036000000.0,33937000000.0,124475000000.0,27346000000.0,8447000000.0,84527000000.0,98302000000.0
2018-02-28,2417000000.0,51667000000.0,161757000000.0,129731000000.0,750000000.0,22018000000.0,292238000000.0,7736000000.0,13874000000.0,72310000000.0,12630000000.0,11813000000.0,-1982000000.0,5154000000.0,16481000000.0,120878000000.0,5064000000.0,351000000.0,113423000000.0,130180000000.0,29251000000.0,115501000000.0,23513000000.0,11355000000.0,76312000000.0,89127000000.0
