,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,5135000000.0,13695000000.0,116069000000.0,305982000000.0,5419000000.0,32723000000.0,427470000000.0,11599000000.0,9513000000.0,264807000000.0,19146000000.0,3622000000.0,15881000000.0,4584000000.0,58321000000.0,68144000000.0,2916000000.0,19539000000.0,152034000000.0,192187000000.0,69908000000.0,297225000000.0,195000000.0,61074000000.0,13400000000.0,63084000000.0,25530000000.0
2020-03-31,5004000000.0,13695000000.0,109574000000.0,272433000000.0,5322000000.0,27838000000.0,387329000000.0,11599000000.0,8545000000.0,244044000000.0,20184000000.0,4164000000.0,3095000000.0,5299000000.0,30088000000.0,61791000000.0,3416000000.0,6736000000.0,149067000000.0,159540000000.0,64255000000.0,263265000000.0,,59953000000.0,13602000000.0,60954000000.0,23414000000.0
2019-03-31,5339000000.0,13695000000.0,91669000000.0,265428000000.0,5022000000.0,27603000000.0,362119000000.0,11599000000.0,7514000000.0,225835000000.0,21737000000.0,4969000000.0,14299000000.0,4545000000.0,30162000000.0,56240000000.0,3053000000.0,17930000000.0,123390000000.0,156518000000.0,67358000000.0,255120000000.0,,60002000000.0,13602000000.0,58840000000.0,22383000000.0
2018-03-31,5441000000.0,13915000000.0,93633000000.0,248072000000.0,5216000000.0,29660000000.0,346921000000.0,11599000000.0,11654000000.0,238660000000.0,23061000000.0,5081000000.0,-16102000000.0,2138000000.0,22196000000.0,57532000000.0,1363000000.0,19514000000.0,110121000000.0,148340000000.0,75800000000.0,237550000000.0,2892000000.0,57953000000.0,13000000000.0,53645000000.0,21535000000.0
