,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2021-02-28,17917000000.0,28042000000.0,237868000000.0,246266000000.0,3294000000.0,61718000000.0,487428000000.0,30562000000.0,21437000000.0,204150000000.0,38543000000.0,6604000000.0,-16488000000.0,20523000000.0,50953000000.0,154548000000.0,14473000000.0,5535000000.0,99004000000.0,303422000000.0,39958000000.0,221745000000.0,1961000000.0,127577000000.0,35682000000.0,101494000000.0,61064000000.0,
2020-02-29,18497000000.0,28161000000.0,218960000000.0,228362000000.0,2805000000.0,45948000000.0,450127000000.0,30562000000.0,19384000000.0,194558000000.0,36704000000.0,6402000000.0,-24919000000.0,16097000000.0,40307000000.0,138545000000.0,16093000000.0,-2810000000.0,91265000000.0,281208000000.0,36658000000.0,203463000000.0,1656000000.0,117886000000.0,35859000000.0,101975000000.0,54730000000.0,7079000000.0
2019-02-28,22253000000.0,27638000000.0,206205000000.0,246737000000.0,3015000000.0,26886000000.0,455957000000.0,30562000000.0,21500000000.0,193333000000.0,35715000000.0,6797000000.0,-4796000000.0,6594000000.0,39320000000.0,153632000000.0,6591000000.0,7691000000.0,80142000000.0,306130000000.0,34041000000.0,217687000000.0,,133822000000.0,16858000000.0,111488000000.0,71823000000.0,
2018-02-28,19108000000.0,27717000000.0,202624000000.0,235864000000.0,2761000000.0,30283000000.0,441249000000.0,30562000000.0,23321000000.0,164360000000.0,31974000000.0,2931000000.0,13225000000.0,5841000000.0,42279000000.0,161673000000.0,5840000000.0,14563000000.0,67956000000.0,304995000000.0,40418000000.0,213825000000.0,,139344000000.0,8977000000.0,100051000000.0,84795000000.0,
