,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,2177000000.0,26870000000.0,86674000000.0,191861000000.0,437000000.0,13775000000.0,278972000000.0,23249000000.0,3222000000.0,149471000000.0,18270000000.0,21350000000.0,-7729000000.0,7564000000.0,57190000000.0,66119000000.0,7562000000.0,9240000000.0,-119000000.0,80481000000.0,163660000000.0,3740000000.0,168334000000.0,62814000000.0,2285000000.0,40434000000.0,41465000000.0
2019-03-31,2758000000.0,26842000000.0,100096000000.0,189736000000.0,488000000.0,14483000000.0,290320000000.0,23220000000.0,3338000000.0,145484000000.0,15480000000.0,25359000000.0,-5810000000.0,6990000000.0,62148000000.0,72994000000.0,6988000000.0,3038000000.0,1832000000.0,75131000000.0,175597000000.0,4485000000.0,161619000000.0,69394000000.0,11622000000.0,40717000000.0,52873000000.0
2018-03-31,3285000000.0,26829000000.0,106317000000.0,185915000000.0,503000000.0,17754000000.0,292735000000.0,23201000000.0,5476000000.0,137743000000.0,14064000000.0,29189000000.0,-1858000000.0,5049000000.0,58614000000.0,77858000000.0,5047000000.0,2986000000.0,5853000000.0,75336000000.0,175077000000.0,4799000000.0,153441000000.0,72481000000.0,14395000000.0,38506000000.0,54678000000.0
2017-03-31,4001000000.0,26829000000.0,95511000000.0,178069000000.0,619000000.0,15562000000.0,274199000000.0,23201000000.0,5118000000.0,131247000000.0,13315000000.0,34558000000.0,-3208000000.0,5065000000.0,45060000000.0,64401000000.0,5063000000.0,3051000000.0,4506000000.0,73871000000.0,151449000000.0,5255000000.0,139510000000.0,66687000000.0,17795000000.0,34584000000.0,45057000000.0
