,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2021-01-31,18152000000.0,258989000000.0,1256977000000.0,1327042000000.0,41842000000.0,353109000000.0,2625861000000.0,202591000000.0,89502000000.0,839985000000.0,118549000000.0,1575000000.0,25477000000.0,43550000000.0,600284000000.0,835763000000.0,24597000000.0,86520000000.0,32360000000.0,535393000000.0,1780711000000.0,246480000000.0,1307315000000.0,143180000000.0,302665000000.0,947745000000.0,202752000000.0,
2020-01-31,15564000000.0,258994000000.0,1327900000000.0,1266804000000.0,40044000000.0,372676000000.0,2634748000000.0,202591000000.0,93377000000.0,786591000000.0,127106000000.0,3097000000.0,18628000000.0,67576000000.0,584635000000.0,821866000000.0,31007000000.0,33693000000.0,32296000000.0,510556000000.0,1816005000000.0,221950000000.0,1248143000000.0,132792000000.0,378928000000.0,1005201000000.0,219549000000.0,
2019-01-31,15980000000.0,251563000000.0,1216131000000.0,1183610000000.0,13312000000.0,283111000000.0,2413053000000.0,202591000000.0,109518000000.0,700949000000.0,125807000000.0,4586000000.0,28507000000.0,37098000000.0,343358000000.0,781318000000.0,12939000000.0,84303000000.0,32722000000.0,530394000000.0,1594124000000.0,230871000000.0,1163044000000.0,41063000000.0,309006000000.0,1100185000000.0,147428000000.0,
2018-01-31,15849000000.0,251563000000.0,1210893000000.0,1195735000000.0,12384000000.0,276487000000.0,2419012000000.0,202591000000.0,106481000000.0,626961000000.0,114794000000.0,6167000000.0,114620000000.0,28422000000.0,325834000000.0,706898000000.0,3080000000.0,17431000000.0,115568000000.0,552814000000.0,1572669000000.0,243091000000.0,1173719000000.0,44607000000.0,389201000000.0,1095158000000.0,172813000000.0,589000000.0
