,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,21358000000.0,54542000000.0,1486283000000.0,455628000000.0,15934000000.0,366279000000.0,1957845000000.0,104484000000.0,51179000000.0,326626000000.0,188825000000.0,-30024000000.0,70600000000.0,106108000000.0,947726000000.0,70598000000.0,20000000000.0,-29891000000.0,482570000000.0,1258781000000.0,124536000000.0,434270000000.0,469837000000.0,348859000000.0,631657000000.0,371685000000.0
2019-03-31,16797000000.0,54542000000.0,1346594000000.0,476387000000.0,15874000000.0,362496000000.0,1838855000000.0,104484000000.0,45335000000.0,324606000000.0,153233000000.0,-7245000000.0,70180000000.0,74311000000.0,864280000000.0,70179000000.0,10000000000.0,-7115000000.0,485669000000.0,1136340000000.0,129869000000.0,459590000000.0,423873000000.0,327568000000.0,592821000000.0,370274000000.0
2018-03-31,16178000000.0,54573000000.0,1303643000000.0,466061000000.0,15324000000.0,357309000000.0,1785028000000.0,104484000000.0,105090000000.0,308010000000.0,116618000000.0,-1006000000.0,37087000000.0,70632000000.0,869643000000.0,37086000000.0,20000000000.0,-882000000.0,479797000000.0,1148322000000.0,103644000000.0,449883000000.0,467863000000.0,315685000000.0,504737000000.0,363170000000.0
2017-03-31,15284000000.0,54393000000.0,1236036000000.0,437247000000.0,14080000000.0,359484000000.0,1687363000000.0,104484000000.0,95547000000.0,287448000000.0,113553000000.0,-9078000000.0,36801000000.0,55388000000.0,843441000000.0,36499000000.0,10000000000.0,-8982000000.0,461881000000.0,1077835000000.0,95562000000.0,421963000000.0,442040000000.0,277492000000.0,484860000000.0,342021000000.0
