,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,4896000000.0,27823000000.0,423513000000.0,41260000000.0,319000000.0,8236000000.0,469633000000.0,14000000.0,3677000000.0,34241000000.0,4534000000.0,17496000000.0,-20818000000.0,66153000000.0,37159000000.0,396173000000.0,4939000000.0,-985000000.0,3602000000.0,217213000000.0,160273000000.0,18868000000.0,155908000000.0,4218000000.0,21384000000.0,1000000.0,341545000000.0
2019-12-31,4697000000.0,27515000000.0,339780000000.0,37941000000.0,245000000.0,7299000000.0,381508000000.0,14000000.0,3061000000.0,31894000000.0,5234000000.0,17386000000.0,-21482000000.0,65297000000.0,35012000000.0,305273000000.0,597000000.0,-2638000000.0,3625000000.0,163994000000.0,126509000000.0,15858000000.0,107416000000.0,4190000000.0,27501000000.0,3000000.0,259466000000.0
2018-12-31,4872000000.0,27118000000.0,322005000000.0,37096000000.0,230000000.0,6868000000.0,362873000000.0,14000000.0,3065000000.0,28652000000.0,5688000000.0,17350000000.0,-18688000000.0,67128000000.0,52659000000.0,287154000000.0,3227000000.0,-3171000000.0,1832000000.0,148238000000.0,123453000000.0,14874000000.0,79742000000.0,4817000000.0,29163000000.0,3000000.0,238778000000.0
2017-12-31,4910000000.0,26665000000.0,330012000000.0,37709000000.0,495000000.0,7433000000.0,371758000000.0,14000000.0,2361000000.0,25635000000.0,5252000000.0,17564000000.0,-14605000000.0,72446000000.0,33517000000.0,293753000000.0,,-2357000000.0,1634000000.0,150999000000.0,124205000000.0,15235000000.0,101738000000.0,6123000000.0,31007000000.0,4000000.0,244322000000.0
