,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-02-28,2992000000.0,11519000000.0,91778000000.0,39593000000.0,550000000.0,13497000000.0,131921000000.0,10265000000.0,5746000000.0,21183000000.0,4487000000.0,1536000000.0,-3374000000.0,6071000000.0,37900000000.0,46688000000.0,3838000000.0,6783000000.0,-2770000000.0,42396000000.0,57145000000.0,21781000000.0,35065000000.0,6374000000.0,33568000000.0,7125000000.0,4140000000.0
2020-02-29,3436000000.0,11504000000.0,77782000000.0,47797000000.0,588000000.0,15544000000.0,126167000000.0,10265000000.0,3717000000.0,29332000000.0,4446000000.0,1797000000.0,-3304000000.0,3724000000.0,22604000000.0,37963000000.0,3376000000.0,5793000000.0,-2665000000.0,51595000000.0,41303000000.0,24312000000.0,42564000000.0,7997000000.0,27757000000.0,6985000000.0,6313000000.0
2019-02-28,2911000000.0,11497000000.0,62660000000.0,49446000000.0,579000000.0,11835000000.0,112685000000.0,10265000000.0,5122000000.0,30944000000.0,4348000000.0,1244000000.0,-3260000000.0,2118000000.0,16971000000.0,31255000000.0,1827000000.0,5031000000.0,-2578000000.0,46234000000.0,34260000000.0,25918000000.0,45291000000.0,5822000000.0,23586000000.0,6345000000.0,5607000000.0
2018-02-28,2697000000.0,11534000000.0,57806000000.0,57263000000.0,544000000.0,12872000000.0,115613000000.0,10265000000.0,3708000000.0,38236000000.0,4371000000.0,1405000000.0,-2772000000.0,2418000000.0,21913000000.0,33681000000.0,1950000000.0,6465000000.0,-2060000000.0,46611000000.0,37124000000.0,25358000000.0,53161000000.0,5760000000.0,17439000000.0,5743000000.0,5985000000.0
