,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,40097000000.0,264917000000.0,1581794000000.0,1175237000000.0,30609000000.0,179954000000.0,2787640000000.0,283957000000.0,136310000000.0,552993000000.0,191961000000.0,73370000000.0,98636000000.0,521960000000.0,932943000000.0,91829000000.0,37130000000.0,75556000000.0,1072514000000.0,1314612000000.0,261781000000.0,1135140000000.0,47000000000.0,168037000000.0,440375000000.0,441305000000.0,364784000000.0
2019-03-31,36226000000.0,264913000000.0,1622103000000.0,1218991000000.0,29924000000.0,180261000000.0,2871018000000.0,283957000000.0,143283000000.0,577836000000.0,188514000000.0,92285000000.0,106274000000.0,469952000000.0,1002125000000.0,100923000000.0,48359000000.0,94500000000.0,1010556000000.0,1465502000000.0,252460000000.0,1182765000000.0,232700000000.0,191649000000.0,427065000000.0,427918000000.0,432669000000.0
2018-03-31,35862000000.0,264910000000.0,1508617000000.0,1193108000000.0,26362000000.0,196896000000.0,2728087000000.0,283957000000.0,212037000000.0,536856000000.0,192843000000.0,107385000000.0,30665000000.0,395863000000.0,996266000000.0,29232000000.0,74121000000.0,109615000000.0,971422000000.0,1447491000000.0,242647000000.0,1157246000000.0,219300000000.0,220504000000.0,315653000000.0,399787000000.0,417589000000.0
2017-03-31,33242000000.0,239909000000.0,1460514000000.0,1039512000000.0,24526000000.0,201324000000.0,2524552000000.0,258957000000.0,223449000000.0,445353000000.0,189627000000.0,95293000000.0,19090000000.0,398101000000.0,996029000000.0,15491000000.0,89997000000.0,97524000000.0,959325000000.0,1342371000000.0,170524000000.0,1006270000000.0,128900000000.0,214970000000.0,271248000000.0,376951000000.0,388880000000.0
