,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,406392000000.0,674374000000.0,1633180000000.0,2736540000000.0,264798000000.0,147596000000.0,4634518000000.0,290809000000.0,57483000000.0,1607524000000.0,234179000000.0,35445000000.0,163833000000.0,921662000000.0,182978000000.0,339288000000.0,10237000000.0,169261000000.0,2069783000000.0,387093000000.0,814143000000.0,2294703000000.0,112333000000.0,1059713000000.0,34299000000.0,15090000000.0
2019-12-31,493124000000.0,674374000000.0,1552821000000.0,3040774000000.0,256400000000.0,211412000000.0,4849995000000.0,290809000000.0,24963000000.0,1763034000000.0,200390000000.0,42206000000.0,312557000000.0,726449000000.0,173798000000.0,401483000000.0,7471000000.0,317989000000.0,2275372000000.0,419802000000.0,893042000000.0,2505444000000.0,182054000000.0,950948000000.0,38987000000.0,21798000000.0
2019-03-31,472937000000.0,673574000000.0,1535963000000.0,3006479000000.0,251103000000.0,212515000000.0,4793545000000.0,290809000000.0,30645000000.0,1678914000000.0,149950000000.0,47276000000.0,363182000000.0,606534000000.0,239675000000.0,372000000000.0,13746000000.0,368616000000.0,2278994000000.0,457711000000.0,930093000000.0,2486266000000.0,147291000000.0,1014013000000.0,40100000000.0,32205000000.0
2018-03-31,487465000000.0,673574000000.0,1096698000000.0,2916679000000.0,242188000000.0,192207000000.0,4255565000000.0,290809000000.0,44229000000.0,1609094000000.0,160178000000.0,54037000000.0,343202000000.0,316126000000.0,276102000000.0,309194000000.0,20263000000.0,348450000000.0,2044619000000.0,469582000000.0,883736000000.0,2375177000000.0,116930000000.0,627326000000.0,32321000000.0,45675000000.0
