,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will
2021-03-31,40836000000.0,76210000000.0,2268495000000.0,1535512000000.0,223096000000.0,135109000000.0,4027103000000.0,45049000000.0,63333000000.0,1312400000000.0,352519000000.0,101853000000.0,138760000000.0,520028000000.0,1059755000000.0,138756000000.0,103886000000.0,217570000000.0,1492181000000.0,1644648000000.0,710678000000.0,1494676000000.0,65250000000.0,616112000000.0,821190000000.0,379925000000.0,804849000000.0,
2020-03-31,35998000000.0,67070000000.0,2196958000000.0,1280165000000.0,515529000000.0,102943000000.0,3992652000000.0,45049000000.0,61107000000.0,1205465000000.0,310026000000.0,-37419000000.0,141689000000.0,675162000000.0,1001272000000.0,141685000000.0,54002000000.0,78351000000.0,1520915000000.0,1746871000000.0,546436000000.0,1243424000000.0,107774000000.0,533577000000.0,849228000000.0,369251000000.0,778466000000.0,743000000.0
2019-03-31,39940000000.0,70043000000.0,1878253000000.0,1346902000000.0,526725000000.0,106954000000.0,3751880000000.0,45049000000.0,66724000000.0,1226224000000.0,298181000000.0,5586000000.0,120526000000.0,357195000000.0,1051748000000.0,120525000000.0,42578000000.0,121430000000.0,1479621000000.0,1523488000000.0,587543000000.0,1306200000000.0,137433000000.0,620630000000.0,524193000000.0,341506000000.0,850616000000.0,762000000.0
2018-03-31,39276000000.0,71826000000.0,1724782000000.0,1310176000000.0,492952000000.0,119384000000.0,3527910000000.0,45049000000.0,51095000000.0,1161260000000.0,280573000000.0,32041000000.0,109650000000.0,406508000000.0,1010112000000.0,109646000000.0,48799000000.0,147876000000.0,1294225000000.0,1463828000000.0,620162000000.0,1270131000000.0,88575000000.0,621863000000.0,430649000000.0,295787000000.0,796318000000.0,769000000.0
