,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-11-30,11498000000.0,28647000000.0,166347000000.0,239532000000.0,45844000000.0,23426000000.0,451723000000.0,24104000000.0,6696000000.0,201492000000.0,12029000000.0,2014000000.0,-14711000000.0,5368000000.0,56835000000.0,86373000000.0,3870000000.0,1154000000.0,211802000000.0,174012000000.0,47029000000.0,226020000000.0,10000000000.0,73260000000.0,61861000000.0,27221000000.0,41828000000.0,
2019-11-30,8932000000.0,29483000000.0,167557000000.0,235551000000.0,41201000000.0,29382000000.0,444309000000.0,24104000000.0,5953000000.0,196551000000.0,11304000000.0,989000000.0,-14587000000.0,4527000000.0,46777000000.0,99006000000.0,3625000000.0,1275000000.0,207459000000.0,174790000000.0,47612000000.0,225630000000.0,10000000000.0,83225000000.0,52616000000.0,28835000000.0,53299000000.0,
2018-11-30,5060000000.0,29543000000.0,155274000000.0,226331000000.0,39768000000.0,28374000000.0,421373000000.0,24104000000.0,8592000000.0,183431000000.0,13903000000.0,1233000000.0,-10747000000.0,3304000000.0,38493000000.0,100903000000.0,2424000000.0,5112000000.0,198856000000.0,161426000000.0,51494000000.0,220038000000.0,9500000000.0,76588000000.0,36664000000.0,28253000000.0,44518000000.0,10000000000.0
2017-11-30,4581000000.0,29425000000.0,155777000000.0,226438000000.0,36992000000.0,26167000000.0,419207000000.0,24104000000.0,8020000000.0,170583000000.0,14627000000.0,3778000000.0,2326000000.0,2547000000.0,29618000000.0,90697000000.0,2027000000.0,8929000000.0,194746000000.0,156332000000.0,57223000000.0,218079000000.0,12000000000.0,77990000000.0,45947000000.0,28704000000.0,48008000000.0,
