,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,28471000000.0,88674000000.0,90756000000.0,63238000000.0,235000000.0,12076000000.0,154229000000.0,470000000.0,3588000000.0,96770000000.0,26589000000.0,49577000000.0,-122676000000.0,5442000000.0,1784000000.0,25920000000.0,900000000.0,2002000000.0,-11688000000.0,15293000000.0,35067000000.0,20379000000.0,-14810000000.0,10437000000.0,11194000000.0,37133000000.0,8046000000.0,4309000000.0
2019-12-31,33936000000.0,87428000000.0,104148000000.0,63126000000.0,303000000.0,11672000000.0,167594000000.0,468000000.0,6528000000.0,97670000000.0,29859000000.0,48202000000.0,-122440000000.0,17982000000.0,1121000000.0,37304000000.0,700000000.0,1462000000.0,-11639000000.0,14258000000.0,32803000000.0,20413000000.0,-19012000000.0,8525000000.0,9508000000.0,35955000000.0,7068000000.0,3887000000.0
2018-12-31,35211000000.0,86253000000.0,95664000000.0,63388000000.0,351000000.0,12212000000.0,159422000000.0,467000000.0,12089000000.0,89554000000.0,30519000000.0,53411000000.0,-112886000000.0,4387000000.0,1139000000.0,31858000000.0,800000000.0,4781000000.0,-11276000000.0,13385000000.0,49926000000.0,3102000000.0,-25234000000.0,17694000000.0,11399000000.0,33287000000.0,7508000000.0,4674000000.0
2017-12-31,48741000000.0,84278000000.0,100141000000.0,71287000000.0,348000000.0,10435000000.0,171797000000.0,464000000.0,2197000000.0,85291000000.0,35999000000.0,55952000000.0,-98746000000.0,4605000000.0,1342000000.0,30427000000.0,700000000.0,3547000000.0,-9321000000.0,13865000000.0,41142000000.0,7492000000.0,-33406000000.0,18650000000.0,11271000000.0,33715000000.0,7578000000.0,4656000000.0
