,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,10771000000.0,73335000000.0,137273000000.0,1250188000000.0,3078000000.0,49825000000.0,1390539000000.0,61005000000.0,28606000000.0,1182014000000.0,35119000000.0,-66166000000.0,5861000000.0,548311000000.0,94364000000.0,5859000000.0,-35734000000.0,188477000000.0,964549000000.0,220881000000.0,1239417000000.0,12454000000.0,142619000000.0,7790000000.0,232559000000.0,38379000000.0
2019-03-31,11456000000.0,73372000000.0,146058000000.0,1240018000000.0,3232000000.0,71760000000.0,1389308000000.0,61005000000.0,28452000000.0,1088960000000.0,25653000000.0,16681000000.0,6022000000.0,519609000000.0,117670000000.0,6021000000.0,19767000000.0,170342000000.0,967924000000.0,233564000000.0,1228562000000.0,31977000000.0,157619000000.0,2735000000.0,230267000000.0,38513000000.0
2018-03-31,11756000000.0,73372000000.0,210468000000.0,1147244000000.0,3171000000.0,80038000000.0,1360883000000.0,61005000000.0,52977000000.0,985216000000.0,32519000000.0,27651000000.0,2000000.0,506436000000.0,173151000000.0,,30717000000.0,156925000000.0,964085000000.0,228115000000.0,1135488000000.0,37074000000.0,161940000000.0,4798000000.0,205658000000.0,88411000000.0
2017-03-31,11060000000.0,72871000000.0,162077000000.0,1027606000000.0,2761000000.0,54244000000.0,1192444000000.0,61005000000.0,34230000000.0,875230000000.0,27300000000.0,18500000000.0,1000000.0,459874000000.0,129439000000.0,,21848000000.0,149252000000.0,835928000000.0,196203000000.0,1016546000000.0,22401000000.0,140239000000.0,5338000000.0,179184000000.0,60648000000.0
