,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,4454000000.0,45160000000.0,276932000000.0,567816000000.0,41843000000.0,58300000000.0,886591000000.0,55173000000.0,14660000000.0,468085000000.0,29691000000.0,-602000000.0,12201000000.0,98822000000.0,220223000000.0,11693000000.0,-365000000.0,305402000000.0,482079000000.0,82455000000.0,563362000000.0,209013000000.0,27018000000.0,159584000000.0,84585000000.0
2019-03-31,4646000000.0,45041000000.0,298694000000.0,541133000000.0,38367000000.0,56326000000.0,878194000000.0,55173000000.0,16037000000.0,430733000000.0,27516000000.0,10186000000.0,7493000000.0,93974000000.0,242253000000.0,6971000000.0,10513000000.0,275708000000.0,500759000000.0,89588000000.0,536487000000.0,240187000000.0,28925000000.0,150561000000.0,105723000000.0
2018-03-31,4366000000.0,44890000000.0,324738000000.0,491105000000.0,36960000000.0,73137000000.0,852803000000.0,55173000000.0,18000000000.0,372085000000.0,31891000000.0,18957000000.0,5174000000.0,106554000000.0,254552000000.0,4624000000.0,19327000000.0,243446000000.0,500620000000.0,99197000000.0,486739000000.0,234285000000.0,38295000000.0,141781000000.0,104069000000.0
2017-03-31,3531000000.0,44719000000.0,334290000000.0,413478000000.0,34855000000.0,58397000000.0,782623000000.0,55173000000.0,19243000000.0,301820000000.0,28945000000.0,11766000000.0,4659000000.0,85813000000.0,247886000000.0,4392000000.0,12126000000.0,234849000000.0,448014000000.0,91570000000.0,409947000000.0,215600000000.0,57459000000.0,127358000000.0,99835000000.0
