,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will
2021-03-31,27976000000.0,84418000000.0,608365000000.0,550924000000.0,2025000000.0,143667000000.0,1161314000000.0,53204000000.0,13618000000.0,399306000000.0,64642000000.0,13996000000.0,26773000000.0,304007000000.0,305943000000.0,23770000000.0,28127000000.0,54870000000.0,344637000000.0,739997000000.0,21931000000.0,522948000000.0,1156000000.0,164850000000.0,237780000000.0,256366000000.0,134149000000.0,
2020-03-31,24314000000.0,84434000000.0,534874000000.0,503746000000.0,2290000000.0,186392000000.0,1040910000000.0,53204000000.0,13992000000.0,369609000000.0,75238000000.0,-3501000000.0,23024000000.0,196262000000.0,272274000000.0,20072000000.0,13993000000.0,37452000000.0,360517000000.0,609846000000.0,18471000000.0,474694000000.0,3159000000.0,162999000000.0,166096000000.0,233434000000.0,63562000000.0,4738000000.0
2019-03-31,20338000000.0,84427000000.0,495643000000.0,540181000000.0,2565000000.0,199671000000.0,1038389000000.0,53204000000.0,17941000000.0,382897000000.0,77183000000.0,19653000000.0,49189000000.0,175238000000.0,297473000000.0,41696000000.0,9997000000.0,50441000000.0,321956000000.0,622575000000.0,19478000000.0,514990000000.0,1466000000.0,177167000000.0,120204000000.0,250763000000.0,76439000000.0,4853000000.0
2018-03-31,17072000000.0,84364000000.0,518245000000.0,512727000000.0,2378000000.0,194707000000.0,1033350000000.0,53204000000.0,16530000000.0,358001000000.0,65375000000.0,17158000000.0,52235000000.0,229678000000.0,322387000000.0,45701000000.0,9995000000.0,47961000000.0,297927000000.0,639172000000.0,21979000000.0,490690000000.0,1513000000.0,168224000000.0,130122000000.0,223227000000.0,81460000000.0,4965000000.0
