,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-02-28,183103000000.0,300964000000.0,9725494000000.0,971870000000.0,783904000000.0,4868586000000.0,11481268000000.0,220007000000.0,453338000000.0,439600000000.0,580040000000.0,121659000000.0,11299000000.0,147036000000.0,1287564000000.0,6878471000000.0,147034000000.0,350317000000.0,47900000000.0,3062916000000.0,7136247000000.0,830307000000.0,667108000000.0,620096000000.0,4232355000000.0,1950278000000.0,542894000000.0,1072409000000.0
2020-02-29,167899000000.0,307089000000.0,9213408000000.0,1066221000000.0,783056000000.0,4586788000000.0,11062685000000.0,220007000000.0,404275000000.0,541180000000.0,484118000000.0,133989000000.0,-2055000000.0,159728000000.0,1221991000000.0,6599221000000.0,159727000000.0,378688000000.0,40400000000.0,3094320000000.0,6713352000000.0,793397000000.0,764333000000.0,462062000000.0,4049276000000.0,1820287000000.0,575748000000.0,1068427000000.0
2019-02-28,153396000000.0,302636000000.0,8174317000000.0,1095595000000.0,779768000000.0,4142996000000.0,10049680000000.0,220007000000.0,382865000000.0,561135000000.0,486630000000.0,147727000000.0,11817000000.0,112081000000.0,852382000000.0,6007156000000.0,112080000000.0,356312000000.0,48107000000.0,2790872000000.0,6006010000000.0,839594000000.0,794472000000.0,428657000000.0,3743686000000.0,1617403000000.0,598420000000.0,914150000000.0
2018-02-28,139472000000.0,306464000000.0,7536020000000.0,1153482000000.0,763254000000.0,3677386000000.0,9452756000000.0,220007000000.0,343827000000.0,574409000000.0,488525000000.0,155628000000.0,52602000000.0,96953000000.0,918053000000.0,5447642000000.0,96951000000.0,297939000000.0,91564000000.0,2755112000000.0,5474121000000.0,831470000000.0,858382000000.0,208866000000.0,3403088000000.0,1538798000000.0,600287000000.0,906195000000.0
