,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,17196000000.0,61877000000.0,1486005000000.0,376978000000.0,28317000000.0,2983000000.0,205008000000.0,1891300000000.0,126476000000.0,51068000000.0,110288000000.0,144035000000.0,31000000.0,78337000000.0,15414000000.0,40895000000.0,516707000000.0,8936000000.0,25852000000.0,79738000000.0,1404868000000.0,257302000000.0,196489000000.0,359751000000.0,39029000000.0,804495000000.0,126310000000.0,43741000000.0
2019-03-31,15699000000.0,61865000000.0,1523368000000.0,382265000000.0,30784000000.0,2873000000.0,233739000000.0,1936417000000.0,126476000000.0,60810000000.0,102039000000.0,144035000000.0,56000000.0,91885000000.0,15859000000.0,53324000000.0,576515000000.0,11808000000.0,60640000000.0,93238000000.0,1407403000000.0,289716000000.0,207684000000.0,366510000000.0,58363000000.0,786645000000.0,117219000000.0,57886000000.0
2018-03-31,11867000000.0,61866000000.0,1525650000000.0,366410000000.0,27828000000.0,3152000000.0,208333000000.0,1919888000000.0,126476000000.0,62213000000.0,75734000000.0,148048000000.0,45000000.0,102334000000.0,11792000000.0,53959000000.0,559907000000.0,4506000000.0,31440000000.0,103582000000.0,1394508000000.0,293170000000.0,208506000000.0,354498000000.0,54417000000.0,804929000000.0,122581000000.0,60651000000.0
2017-03-31,11747000000.0,61475000000.0,1546749000000.0,338531000000.0,27651000000.0,2120000000.0,220507000000.0,1912931000000.0,126476000000.0,74977000000.0,55848000000.0,140299000000.0,72000000.0,94732000000.0,11100000000.0,53013000000.0,648943000000.0,5951000000.0,111440000000.0,95791000000.0,1406486000000.0,298431000000.0,185095000000.0,326712000000.0,54326000000.0,742781000000.0,116115000000.0,56497000000.0
