,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2021-03-31,290317000000.0,1145000000.0,1560078000000.0,1153813000000.0,24457000000.0,325039000000.0,2738348000000.0,141844000000.0,93849000000.0,990762000000.0,211189000000.0,5320000000.0,20062000000.0,104649000000.0,157881000000.0,415010000000.0,47368000000.0,23969000000.0,1495927000000.0,550725000000.0,291410000000.0,858176000000.0,1210000000.0,237746000000.0,933879000000.0,60039000000.0,84265000000.0,
2020-03-31,137815000000.0,2067000000.0,1378497000000.0,1147836000000.0,11391000000.0,228737000000.0,2537724000000.0,141844000000.0,91751000000.0,967808000000.0,174193000000.0,16269000000.0,36117000000.0,99748000000.0,151288000000.0,369765000000.0,49132000000.0,39992000000.0,1459377000000.0,562431000000.0,262084000000.0,993752000000.0,,240916000000.0,834539000000.0,78476000000.0,78593000000.0,54423000000.0
2019-03-31,119053000000.0,1634000000.0,1256805000000.0,1159055000000.0,12289000000.0,199894000000.0,2428149000000.0,141844000000.0,71308000000.0,976550000000.0,189639000000.0,1306000000.0,39027000000.0,82585000000.0,93092000000.0,337626000000.0,42425000000.0,43138000000.0,1425634000000.0,526745000000.0,272826000000.0,1038696000000.0,,283686000000.0,729540000000.0,78659000000.0,69605000000.0,51551000000.0
2018-03-31,92168000000.0,1898000000.0,1186289000000.0,1136027000000.0,12405000000.0,208720000000.0,2334721000000.0,141844000000.0,67298000000.0,936635000000.0,176283000000.0,1254000000.0,55650000000.0,58794000000.0,128331000000.0,356328000000.0,30864000000.0,59292000000.0,1413246000000.0,493547000000.0,275712000000.0,1042605000000.0,15000000.0,237538000000.0,653678000000.0,60365000000.0,80819000000.0,58071000000.0
