,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,12615000000.0,5910000000.0,44449000000.0,2839000000.0,126000000.0,5563000000.0,47414000000.0,935000000.0,69000000.0,34679000000.0,7415000000.0,5177000000.0,-38685000000.0,964000000.0,4945000000.0,9063000000.0,1500000000.0,-4341000000.0,2012000000.0,7117000000.0,19529000000.0,-14953000000.0,137000000.0,27971000000.0,1966000000.0,380000000.0
2019-12-31,12687000000.0,5970000000.0,42914000000.0,6222000000.0,135000000.0,5294000000.0,49271000000.0,935000000.0,262000000.0,36539000000.0,7698000000.0,5177000000.0,-37222000000.0,1003000000.0,2117000000.0,8174000000.0,1000000000.0,-2864000000.0,1999000000.0,4824000000.0,23581000000.0,-11642000000.0,152000000.0,27042000000.0,2293000000.0,325000000.0
2018-12-31,12279000000.0,5961000000.0,40631000000.0,14787000000.0,41000000.0,5357000000.0,55459000000.0,935000000.0,326000000.0,43962000000.0,7540000000.0,5196000000.0,-36071000000.0,1251000000.0,1333000000.0,21193000000.0,1144000000.0,-2547000000.0,1938000000.0,4299000000.0,30496000000.0,-2688000000.0,309000000.0,11898000000.0,2331000000.0,399000000.0
2017-12-31,12400000000.0,5952000000.0,27784000000.0,15377000000.0,41000000.0,4073000000.0,43202000000.0,935000000.0,263000000.0,42251000000.0,7962000000.0,5307000000.0,-33761000000.0,1285000000.0,1253000000.0,6792000000.0,864000000.0,-1897000000.0,1914000000.0,4344000000.0,17952000000.0,-2330000000.0,603000000.0,13030000000.0,2225000000.0,374000000.0
